"Цена","Название","Владелец","Доступно"
2220000,"Лук верного прицела (41)","",1
2220000,"Акробатский посох (34)","",1
1990000,"Клинок Крола (56)","",14
1881700,"Метла фермера (6)","",4
1810000,"Молот неизвестного археолога (163)","",2
1507200,"Секира из оскверненного железа (93)","",16
1452200,"Бивень Бездны (108)","",7
1399800,"Дубинка Звездного сердца (108)","",2
1399000,"Астральный коготь (108)","",6
1349500,"Топор шквала (47)","",6
1305300,"Палаш лунной стали (36)","",3
1227100,"Шахтерское кайло Лопаторукого (38)","",3
1200000,"Костедробильщик Каменного Свода (42)","",1
1110000,"Посох ярости природы (100)","",3
1099900,"Боевой посох Тайджи (99)","",1
1009900,"Боевой посох Тайджи (99)","",1
1009400,"Большой меч из оскверненного железа (99)","",7
1007800,"Длинный посох мага (58)","",1
1007800,"Длинный посох мага (58)","",1
1007800,"Длинный посох мага (58)","",1
1007000,"Вечногорящий факел (175)","",1
1005000,"Бруннхильдарский топор (85)","",3
1002700,"Посох Джордана (40)","",2
1000000,"Клык Сколла (187)","",4
980000,"Пылающий золотой клинок (39)","",3
902600,"Астральное фазовое копье (108)","",6
899900,"Грубомолот (63)","",1
809700,"Ослепительный длинный меч (41)","",7
800000,"Крученый посох певчего (24)","",5
789400,"Смертоносный саронитовый кортик (171)","",46
788800,"Библиотечный нож для бумаги (200)","",22
780000,"Сбалансированные ножи следопыта (200)","",19
775400,"Братский посох (24)","",1
769700,"Повергатель (187)","",55
757400,"Рунический драконий жезл Гвинета (174)","",29
750000,"Демонический клинок (62)","",1
750000,"Демонический клинок (62)","",1
729900,"Огненная секира (40)","",11
659900,"Топор Лесных чащоб (57)","",14
650000,"Клинок ледяного тигра (40)","",1
598000,"Кобальтодробитель (146)","",1
570000,"Блистающий стальной кинжал (36)","",5
550000,"Кортик Новолуния (45)","",2
550000,"Нефритовый змеиный клинок (35)","",3
535300,"Коса (81)","",1
509800,"Свеча Зимнего Покрова (1)","",2
508600,"Боевое копье Плети (182)","",1
507600,"Топор-резак (39)","",2
507000,"Стальной Коготь (38)","",2
500000,"Коса (81)","",1
500000,"Коса (81)","",1
500000,"Коса (81)","",1
500000,"Коса (81)","",1
500000,"Большая кувалда (46)","",1
500000,"Топор вождя (58)","",1
495000,"Боевая перчатка расплаты (88)","",2
490000,"Длинный лук с перьями руха (162)","",6
490000,"Коса (81)","",2
447200,"Смертоносный топор (63)","",1
440000,"Коса (81)","",1
440000,"Коса (81)","",2
423200,"Посох мага Новолуния (45)","",6
407000,"Прочная железная кувалда (31)","",2
402700,"Клинок Многоглаза (20)","",6
400900,"Сабля жестокой сечи (62)","",1
399800,"Острый как бритва разделочный нож (115)","",4
399000,"Вилы (25)","",5
390000,"Потрошительница (105)","",1
390000,"Потрошительница (105)","",1
380000,"Пылающая игла (51)","",3
361000,"Кованый кобальтовый клеймор (150)","",10
359900,"Яростный мучитель (61)","",1
359900,"Лечебный посох (19)","",1
359900,"Лечебный посох (19)","",1
359900,"Лечебный посох (19)","",2
359900,"Северный короткий меч (18)","",1
359900,"Северный короткий меч (18)","",1
359000,"Яростный мучитель (61)","",1
355000,"Бронзовый боевой топор (27)","",1
355000,"Радужный молот (28)","",5
353500,"Рассекающий широкий клинок (150)","",1
352600,"Топор рубаки (21)","",1
352600,"Топор рубаки (21)","",1
352600,"Позолоченный железный разрушитель (34)","",3
351500,"Нож воина (17)","",2
351500,"Топор рубаки (21)","",1
351500,"Топор рубаки (21)","",1
331500,"Нож воина (17)","",1
330000,"Нож воина (17)","",1
329900,"Берцовый клинок (62)","",1
329900,"Рука Эдварда Странного (62)","",5
320000,"Кривой клинок Скеттиса (87)","",1
320000,"Берцовый клинок (62)","",1
308900,"Взрывороговый лук (61)","",1
303000,"Огромный ториевый боевой топор (56)","",25
300600,"Грубый клинок Тенетопи (105)","",1
300000,"Тролльский тесак (162)","",1
300000,"Кривой клинок Скеттиса (87)","",1
300000,"Большая кувалда (46)","",1
300000,"Большая кувалда (46)","",1
300000,"Разрушитель Камня Скверны (61)","",1
300000,"Безжалостный нож (39)","",3
300000,"Лечебный посох (19)","",1
300000,"Лечебный посох (19)","",1
299900,"Увещеватель капитана Карвера (146)","",7
260000,"Величественный скипетр Мелии (154)","",6
259000,"Заточенный стилет (30)","",1
259000,"Заточенный стилет (30)","",1
257100,"Тролльский уничтожитель (166)","",1
257100,"Тролльский уничтожитель (166)","",1
256900,"Дренейский боевой клинок (72)","",1
255600,"Хрустальный меч (57)","",1
255000,"Знамерез (154)","",9
255000,"Драконий зубодробитель (162)","",9
251700,"Кривой посох (20)","",1
251600,"Молот (21)","",1
251500,"Острие Эланора (146)","",16
251100,"Короткий кинжал (19)","",1
251000,"Укороченный посох (16)","",1
250800,"Джамбия (16)","",1
250600,"Палица (14)","",1
250200,"Трость (8)","",1
250200,"Стилет (8)","",1
250100,"Деревянная рапира (7)","",1
250100,"Кортик (3)","",1
250100,"Короткий посох (4)","",1
250100,"Дубина (3)","",1
250000,"Заостренный мечелом Линдии (150)","",5
250000,"Аномальный посох Забры (162)","",18
250000,"Пульсирующий боевой посох (154)","",1
250000,"Пульсирующий боевой посох (154)","",1
250000,"Кривой клинок Скеттиса (87)","",2
250000,"Кривой клинок Скеттиса (87)","",2
250000,"Кривой клинок Скеттиса (87)","",2
250000,"Хрустальный меч (57)","",1
250000,"Тяжелый железный молот (30)","",2
249900,"Большой посох из кровавого дерева (158)","",14
242400,"Животворная ветвь Лолы (138)","",16
240000,"Кривой клинок Скеттиса (87)","",1
239900,"Сокрушитель из окаменелого железного дерева (158)","",14
239900,"Ударные когти (134)","",25
239100,"Жезл Сияющей звезды (57)","",1
239100,"Жезл Сияющей звезды (57)","",1
227100,"Тролльский уничтожитель (166)","",1
227100,"Тролльский уничтожитель (166)","",1
227100,"Тролльский уничтожитель (166)","",1
227100,"Тролльский уничтожитель (166)","",1
225700,"Ручной молот Мертвого Леса (37)","",4
225300,"Боевой посох Календы (111)","",1
221100,"Ударный кинжал (108)","",2
220000,"Чекан судьи (52)","",4
218800,"Боевой топор Алого ордена (182)","",1
218800,"Боевой топор Алого ордена (182)","",1
218800,"Боевой топор Алого ордена (182)","",1
218800,"Боевой топор Алого ордена (182)","",1
211900,"Посох цепкой лозы (166)","",2
209900,"Северный короткий меч (18)","",2
209300,"Узловатый посох (46)","",2
206600,"Авулов меч Цинь (200)","",25
204900,"Лишний шип Намлака (200)","",25
203200,"Облегченные костяные кастеты (174)","",1
202600,"Рикошетный мушкетон (48)","",1
202500,"Рассекающий широкий клинок (150)","",1
202500,"Рассекающий широкий клинок (150)","",1
202100,"Серповидный луносветский топор (102)","",1
202100,"Серповидный луносветский топор (102)","",1
202100,"Серповидный луносветский топор (102)","",1
200000,"Старая алебарда (158)","",1
200000,"Старая алебарда (158)","",2
200000,"Старая алебарда (158)","",4
200000,"Старая алебарда (158)","",1
200000,"Облегченные костяные кастеты (174)","",1
200000,"Тролльский тесак (162)","",1
200000,"Лютая коса (111)","",1
200000,"Кривой клинок Скеттиса (87)","",1
200000,"Жезл Сияющей звезды (57)","",1
200000,"Жезл Сияющей звезды (57)","",1
200000,"Жезл Сияющей звезды (57)","",1
200000,"Посох Солнцестояния (60)","",1
200000,"Посох Солнцестояния (60)","",1
198000,"Посох Солнцестояния (60)","",1
193300,"Посох лавины (182)","",1
193300,"Посох лавины (182)","",1
192000,"Посох лавины (182)","",2
190000,"Дробящий боевой топор (166)","",1
190000,"Дробящий боевой топор (166)","",1
190000,"Дробящий боевой топор (166)","",1
190000,"Лютая коса (111)","",1
190000,"Лютая коса (111)","",1
190000,"Лютая коса (111)","",1
190000,"Вестник боли (58)","",1
186400,"Прочный кобальтовый быстрый клинок (146)","",7
185500,"Инкрустированный большой меч (158)","",1
183500,"Дворфская алебарда (162)","",1
183500,"Дворфская алебарда (162)","",1
183000,"Дворфская алебарда (162)","",1
183000,"Дворфская алебарда (162)","",1
183000,"Дворфская алебарда (162)","",2
183000,"Дворфская алебарда (162)","",1
181900,"Посох цепкой лозы (166)","",2
181400,"Сверкающий посох (158)","",1
181400,"Сверкающий посох (158)","",1
180000,"Посох цепкой лозы (166)","",3
180000,"Тролльский тесак (162)","",1
180000,"Палица из бедренной кости (162)","",1
180000,"Палица из бедренной кости (162)","",1
180000,"Палица из бедренной кости (162)","",1
180000,"Палица из бедренной кости (162)","",1
180000,"Бритвенно-острый топор (59)","",1
180000,"Бритвенно-острый топор (59)","",1
180000,"Бритвенно-острый топор (59)","",1
176400,"Клинок вторжения (182)","",1
173800,"Коса ветра (154)","",1
173700,"Коса ветра (154)","",1
170500,"Оркский плоский лук (114)","",1
170000,"Тролльский тесак (162)","",2
170000,"Тролльский тесак (162)","",2
169900,"Топор геолога (20)","",7
169800,"Кровавая бритва (50)","",8
166200,"Гладкий ослоп (138)","",1
166200,"Гладкий ослоп (138)","",1
166200,"Гладкий ослоп (138)","",1
166200,"Гладкий ослоп (138)","",1
165000,"Клинок подстрекательства (182)","",1
164800,"Защитный кинжал (166)","",1
164800,"Защитный кинжал (166)","",1
164800,"Защитный кинжал (166)","",1
163900,"Посох путешественника (134)","",1
163900,"Посох путешественника (134)","",1
163900,"Посох путешественника (134)","",1
163900,"Посох путешественника (134)","",1
163000,"Горящий боевой топор (142)","",3
163000,"Горящий боевой топор (142)","",1
163000,"Горящий боевой топор (142)","",1
163000,"Горящий боевой топор (142)","",1
163000,"Горящий боевой топор (142)","",1
163000,"Горящий боевой топор (142)","",1
162900,"Борейский дровокол (162)","",1
160000,"Точный короткий лук (166)","",1
160000,"Борейский дровокол (162)","",1
159900,"Борейский дровокол (162)","",1
159900,"Короткий полуторный меч (12)","",1
159800,"Короткий клинок Кобры (99)","",1
159300,"Королевский боевой молот (182)","",2
159300,"Королевский боевой молот (182)","",1
159000,"Литая железная дубина (154)","",1
158500,"Крушитель черепов (47)","",1
158300,"Монашеский посох (42)","",1
158000,"Королевский боевой молот (182)","",2
158000,"Королевский боевой молот (182)","",1
157700,"Разрубатель троллей (162)","",1
157700,"Разрубатель троллей (162)","",1
157600,"Грозный топор (166)","",1
157600,"Грозный топор (166)","",1
157300,"Тисовый лук (134)","",1
157300,"Тисовый лук (134)","",1
156900,"Шипастая дубина (13)","",1
156800,"Лук Соколиного глаза (63)","",1
156000,"Драконий палец (60)","",1
156000,"Драконий палец (60)","",1
156000,"Драконий палец (60)","",2
155700,"Оскверненные боевые серпы (182)","",1
155500,"Инкрустированный большой меч (158)","",1
154600,"Ранящий гарпун (138)","",1
154600,"Ранящий гарпун (138)","",1
154600,"Ранящий гарпун (138)","",1
154600,"Ранящий гарпун (138)","",1
154000,"Неподъемная булава (174)","",1
154000,"Неподъемная булава (174)","",1
153100,"Лук заклинателя ветра (90)","",1
152100,"Клинок из акульего плавника (142)","",1
152100,"Клинок из акульего плавника (142)","",1
152000,"Посох лавины (182)","",5
152000,"Посох лавины (182)","",1
151700,"Посох Апокалипсиса (182)","",1
151700,"Посох Апокалипсиса (182)","",1
151400,"Сверкающий посох (158)","",2
150600,"Кремниевое ружье (134)","",1
150600,"Кремниевое ружье (134)","",1
150000,"Подогнанный мушкет со знаком кита (130)","",1
150000,"Океанский трезубец (130)","",1
150000,"Океанский трезубец (130)","",1
150000,"Облегченные костяные кастеты (174)","",1
150000,"Украшенный мехом палаш (162)","",1
150000,"Украшенный мехом палаш (162)","",1
150000,"Украшенный мехом палаш (162)","",1
150000,"Украшенный мехом палаш (162)","",1
150000,"Примитивный ятаган (166)","",1
150000,"Примитивный ятаган (166)","",1
150000,"Тролльский тесак (162)","",2
150000,"Тролльский тесак (162)","",3
150000,"Копье из рога прыгуаны (83)","",1
150000,"Лук знатока (102)","",1
150000,"Кривой клинок Скеттиса (87)","",1
150000,"Кривой клинок Скеттиса (87)","",2
150000,"Рыцарский боевой молот (120)","",1
150000,"Горящий жезл (25)","",1
150000,"Мрачный жезл (21)","",1
150000,"Нож воина (17)","",3
150000,"Мозгоруб (60)","",8
150000,"Топор лесника (23)","",1
149900,"Знак Королевы (111)","",1
149900,"Меч железного черепа (120)","",1
149800,"Океанский трезубец (130)","",1
149800,"Меч железного черепа (120)","",1
149800,"Меч железного черепа (120)","",1
149500,"Знак Королевы (111)","",2
149500,"Знак Королевы (111)","",2
149000,"Литая железная дубина (154)","",1
148100,"Плоский широкий топор (170)","",1
148000,"Плоский широкий топор (170)","",1
147900,"Плоский широкий топор (170)","",1
146900,"Шипастая дубина (13)","",1
146900,"Шипастая дубина (13)","",1
146900,"Шипастая дубина (13)","",1
145700,"Оскверненные боевые серпы (182)","",1
145500,"Примитивный ятаган (166)","",1
145300,"Молот Халаани (120)","",1
145100,"Молот Халаани (120)","",1
145000,"Молот Халаани (120)","",1
145000,"Молот Халаани (120)","",1
145000,"Молот Халаани (120)","",1
144900,"Клинок подстрекательства (182)","",4
143500,"Неподъемная булава (174)","",1
143300,"Клеймор глубокой зимы (178)","",1
143300,"Клеймор глубокой зимы (178)","",1
143300,"Клеймор глубокой зимы (178)","",1
143300,"Клеймор глубокой зимы (178)","",1
143000,"Литая железная дубина (154)","",1
143000,"Литая железная дубина (154)","",2
142900,"Неподъемная булава (174)","",2
142000,"Скалящийся топор (49)","",1
142000,"Скалящийся топор (49)","",1
140800,"Бурый большой посох (142)","",2
140800,"Бурый большой посох (142)","",1
140800,"Бурый большой посох (142)","",1
140000,"Топор палача Новолуния (45)","",12
140000,"Клинок подстрекательства (182)","",2
140000,"Болестрел (158)","",1
140000,"Болестрел (158)","",1
140000,"Крученый длинный лук (150)","",1
140000,"Крученый длинный лук (150)","",2
140000,"Пронзающая глефа (166)","",1
140000,"Пронзающая глефа (166)","",1
140000,"Облегченные костяные кастеты (174)","",1
140000,"Окаменелый меч (174)","",2
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Клинок из акульего плавника (142)","",1
140000,"Неподъемная булава (174)","",1
140000,"Неподъемная булава (174)","",2
140000,"Удлиненная винтовка Эрнестуэя (111)","",1
140000,"Длинный лук истребителя рухов (111)","",1
140000,"Длинный лук истребителя рухов (111)","",1
140000,"Длинный лук истребителя рухов (111)","",1
140000,"Длинный лук истребителя рухов (111)","",1
140000,"Длинный лук истребителя рухов (111)","",1
139900,"Посох приспешника (178)","",2
139900,"Посох приспешника (178)","",1
139900,"Посох приспешника (178)","",2
139900,"Посох приспешника (178)","",1
139900,"Посох приспешника (178)","",1
139800,"Океанский трезубец (130)","",1
139800,"Океанский трезубец (130)","",1
139500,"Топор-ледокол (178)","",1
139500,"Топор-ледокол (178)","",1
139500,"Облегченные костяные кастеты (174)","",2
139300,"Большой пугающий посох (111)","",1
139300,"Большой пугающий посох (111)","",1
139300,"Большой пугающий посох (111)","",2
139100,"Магнетитовый молот (178)","",1
139000,"Крученый длинный лук (150)","",4
139000,"Крученый длинный лук (150)","",1
139000,"Крученый длинный лук (150)","",1
139000,"Крученый длинный лук (150)","",1
138900,"Топор-ледокол (178)","",1
138900,"Магнетитовый молот (178)","",1
138900,"Магнетитовый молот (178)","",2
138700,"Посох из хрустального дерева (178)","",3
138700,"Посох из хрустального дерева (178)","",1
138700,"Посох из хрустального дерева (178)","",1
138700,"Посох из хрустального дерева (178)","",4
138500,"Ребристый боевой топор (130)","",1
138500,"Ребристый боевой топор (130)","",2
138500,"Ребристый боевой топор (130)","",1
138500,"Ребристый боевой топор (130)","",1
138500,"Ребристый боевой топор (130)","",1
138300,"Монашеский посох (42)","",1
138300,"Монашеский посох (42)","",1
138300,"Монашеский посох (42)","",1
138000,"Топор-ледокол (178)","",1
137900,"Лунный клинок (108)","",1
137300,"Широкий топор глубокой кузни (120)","",1
137000,"Ослоп лесоруба (166)","",3
137000,"Ослоп лесоруба (166)","",1
137000,"Ослоп лесоруба (166)","",1
137000,"Ослоп лесоруба (166)","",2
137000,"Ослоп лесоруба (166)","",1
137000,"Ослоп лесоруба (166)","",1
136900,"Испоганенный посох (170)","",1
136900,"Испоганенный посох (170)","",1
136700,"Нож воина (17)","",1
136700,"Нож воина (17)","",3
136000,"Проклятый посох (174)","",1
136000,"Проклятый посох (174)","",1
136000,"Проклятый посох (174)","",1
136000,"Проклятый посох (174)","",1
135700,"Оскверненные боевые серпы (182)","",1
135500,"Инкрустированный большой меч (158)","",1
135500,"Инкрустированный большой меч (158)","",1
135500,"Инкрустированный большой меч (158)","",1
135500,"Инкрустированный большой меч (158)","",1
135500,"Примитивный ятаган (166)","",1
135500,"Примитивный ятаган (166)","",1
135000,"Посох зимнего цветения (174)","",3
135000,"Посох зимнего цветения (174)","",3
135000,"Блеклая коса (178)","",2
135000,"Блеклая коса (178)","",1
135000,"Блеклая коса (178)","",1
135000,"Топор-ледокол (178)","",2
135000,"Топор-ледокол (178)","",1
135000,"Проклятый посох (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
133000,"Блеклая коса (178)","",2
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",2
133000,"Замерзший боевой клинок (170)","",1
132500,"Замерзший боевой клинок (170)","",1
132000,"Замерзший боевой клинок (170)","",1
132000,"Славная секира (105)","",1
132000,"Посох Благородных (18)","",1
131600,"Отражающий посох (105)","",1
131400,"Посох низвергающейся воды (170)","",1
131400,"Посох низвергающейся воды (170)","",1
130900,"Чумная пика (174)","",1
130900,"Чумная пика (174)","",1
130800,"Чумная пика (174)","",1
130800,"Чумная пика (174)","",3
130800,"Чумная пика (174)","",1
130800,"Чумная пика (174)","",1
130600,"Грубый клинок Тенетопи (105)","",1
130600,"Грубый клинок Тенетопи (105)","",1
130600,"Грубый клинок Тенетопи (105)","",1
130400,"Посох низвергающейся воды (170)","",5
130000,"Посох гейзера (162)","",1
130000,"Посох гейзера (162)","",1
130000,"Посох гейзера (162)","",2
130000,"Точный короткий лук (166)","",1
130000,"Чумная пика (174)","",2
130000,"Чумная пика (174)","",3
130000,"Чумная пика (174)","",1
130000,"Океанский трезубец (130)","",1
130000,"Облегченные костяные кастеты (174)","",1
130000,"Облегченные костяные кастеты (174)","",4
130000,"Облегченные костяные кастеты (174)","",1
130000,"Облегченные костяные кастеты (174)","",1
130000,"Пульсирующий боевой посох (154)","",1
130000,"Пульсирующий боевой посох (154)","",1
130000,"Пульсирующий боевой посох (154)","",1
130000,"Клинок из акульего плавника (142)","",1
130000,"Клинок из акульего плавника (142)","",1
130000,"Колючая звезда (158)","",1
130000,"Рыцарский боевой молот (120)","",1
130000,"Лунный клинок (108)","",2
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Мясодеры (130)","",1
129900,"Мясодеры (130)","",1
129900,"Мясодеры (130)","",2
129900,"Удлиненная винтовка Эрнестуэя (111)","",1
129800,"Арктический боевой молот (170)","",1
129800,"Арктический боевой молот (170)","",1
129800,"Арктический боевой молот (170)","",2
129800,"Арктический боевой молот (170)","",1
129800,"Арктический боевой молот (170)","",1
129500,"Ритуальный большой посох (162)","",1
128900,"Выкопанный скипетр (158)","",3
128900,"Выкопанный скипетр (158)","",1
128500,"Ребристый боевой топор (130)","",1
128000,"Шипастый большой посох (166)","",1
128000,"Шипастый большой посох (166)","",3
128000,"Шипастый большой посох (166)","",1
128000,"Шипастый большой посох (166)","",1
128000,"Шипастый большой посох (166)","",1
128000,"Клыкаррская деревянная рапира (142)","",1
127900,"Шипастый большой посох (166)","",1
127800,"Посох Бата (105)","",1
127500,"Клыкаррская деревянная рапира (142)","",1
127500,"Клыкаррская деревянная рапира (142)","",2
127500,"Сюрикен убийцы (120)","",3
127500,"Сюрикен убийцы (120)","",1
127500,"Сюрикен убийцы (120)","",1
126100,"Лунный клинок (108)","",1
126000,"Ценные ручные серпы (138)","",1
126000,"Ценные ручные серпы (138)","",1
126000,"Изогнутый лук следопыта (108)","",1
126000,"Лунный клинок (108)","",1
126000,"Лунный клинок (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125000,"Покрытая ржавчиной алебарда (142)","",1
125000,"Покрытая ржавчиной алебарда (142)","",1
125000,"Топор лесоруба (158)","",2
125000,"Звенящий колун (134)","",1
123900,"Вычурный кинжал (130)","",2
123900,"Вычурный кинжал (130)","",1
123500,"Топор лесоруба (158)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123200,"Палица погребения (150)","",1
123200,"Палица погребения (150)","",1
123200,"Палица погребения (150)","",1
123000,"Палица погребения (150)","",2
122200,"Звенящий колун (134)","",1
122200,"Звенящий колун (134)","",1
122200,"Звенящий колун (134)","",2
122200,"Цитадельский арбалет (90)","",1
122200,"Клинок фанатика (34)","",10
122100,"Цитадельский арбалет (90)","",1
122100,"Цитадельский арбалет (90)","",1
122100,"Цитадельский арбалет (90)","",1
122100,"Цитадельский арбалет (90)","",1
122000,"Топор-коготь араккоа (108)","",2
121400,"Топор из костяных пластин (150)","",1
121400,"Топор из костяных пластин (150)","",1
121200,"Топор с серебряной кромкой (99)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",2
121100,"Звенящий колун (134)","",2
121100,"Звенящий колун (134)","",1
121100,"Цитадельский арбалет (90)","",1
121000,"Топор из костяных пластин (150)","",1
121000,"Топор из костяных пластин (150)","",1
120900,"Топор из костяных пластин (150)","",2
120000,"Выверенный сюрикен (150)","",12
120000,"Посох пчелиного улья (158)","",1
120000,"Посох пчелиного улья (158)","",2
120000,"Захваты бойца (142)","",1
120000,"Ритуальный большой посох (162)","",2
120000,"Меч из драконьего ребра (154)","",1
120000,"Меч из драконьего ребра (154)","",2
120000,"Меч из драконьего ребра (154)","",1
120000,"Пилообразный большой меч (138)","",1
120000,"Пилообразный большой меч (138)","",1
120000,"Пилообразный большой меч (138)","",1
120000,"Вороненый клинок (178)","",1
120000,"Вороненый клинок (178)","",2
120000,"Вороненый клинок (178)","",1
120000,"Вороненый клинок (178)","",2
120000,"Скользкий длинный меч (174)","",1
120000,"Несуразная палица (134)","",1
120000,"Несуразная палица (134)","",2
120000,"Несуразная палица (134)","",1
120000,"Несуразная палица (134)","",1
120000,"Молот из железного сплава (162)","",2
120000,"Молот из железного сплава (162)","",2
120000,"Молот из железного сплава (162)","",1
120000,"Молот из железного сплава (162)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",2
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Боевой клинок клана Мок'Натал (111)","",1
120000,"Боевой клинок клана Мок'Натал (111)","",1
120000,"Боевой клинок клана Мок'Натал (111)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
119900,"Борейский дровокол (162)","",3
119900,"Борейский дровокол (162)","",2
119900,"Скользкий длинный меч (174)","",3
119900,"Скользкий длинный меч (174)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Топор Легиона (94)","",17
119900,"Удлиненная винтовка Эрнестуэя (111)","",1
119900,"Удлиненная винтовка Эрнестуэя (111)","",2
119900,"Удлиненная винтовка Эрнестуэя (111)","",1
119900,"Глефа Легенды (120)","",1
119900,"Глефа Легенды (120)","",1
119900,"Глефа Легенды (120)","",1
119900,"Глефа Легенды (120)","",1
119900,"Глефа Легенды (120)","",1
119900,"Глефа Легенды (120)","",1
119000,"Крыловидный топор (154)","",1
118800,"Секира Хрустальной Кузницы (112)","",16
118700,"Клинок из закаленной стали (150)","",1
118700,"Клинок из закаленной стали (150)","",1
118700,"Клинок из закаленной стали (150)","",1
118700,"Клинок из закаленной стали (150)","",1
118700,"Клинок из закаленной стали (150)","",1
