"Цена","Название","Владелец","Доступно"
1005400,"Священный боевой меч (65)","",1
1004900,"Посох Благословенного Провидца (23)","",2
1000000,"Спинолом (56)","",1
999900,"Ударный кинжал (108)","",5
999900,"Нож Каменного Свода (36)","",2
999800,"Боевой посох Тайджи (99)","",1
990800,"Божественный клинок (65)","",1
990800,"Божественный клинок (65)","",1
990000,"Тяжелый мифриловый топор (42)","",1
990000,"Клинок Крола (56)","",12
980000,"Крученый посох певчего (24)","",2
900000,"Астральный фазовый клинок (108)","",5
801000,"Клинок неумолимости (183)","",1
780000,"Монашеский посох (42)","",1
750000,"Астральное фазовое копье (108)","",5
750000,"Смертоносный мушкетон (21)","",12
749300,"Смертоносный саронитовый кортик (171)","",34
729900,"Библиотечный нож для бумаги (200)","",14
729700,"Сбалансированные ножи следопыта (200)","",16
721100,"Рунический драконий жезл Гвинета (174)","",18
720000,"Повергатель (187)","",48
650000,"Клинок ледяного тигра (40)","",8
570000,"Блистающий стальной кинжал (36)","",15
556800,"Геройские кастеты (162)","",1
555500,"Человекоубийца (39)","",1
555500,"Кинжал Камнедробов (13)","",1
552000,"Шестипалые когти (170)","",1
508900,"Взрывороговый лук (61)","",1
508900,"Взрывороговый лук (61)","",1
508900,"Взрывороговый лук (61)","",1
500500,"Тяжелый медный длинный меч (11)","",8
500000,"Большой меч из оскверненного железа (99)","",19
500000,"Длинный посох мага (58)","",1
500000,"Длинный посох мага (58)","",1
500000,"Длинный посох мага (58)","",1
500000,"Бритвенно-острый топор (59)","",1
500000,"Бритвенно-острый топор (59)","",1
500000,"Смертоубийственный меч (59)","",1
500000,"Мраконосец (25)","",2
470000,"Заостренный стилет (69)","",9
458500,"Посох магии стихий (61)","",6
456000,"Драконий палец (60)","",1
454100,"Огненноперый лук (55)","",1
448800,"Кортик Новолуния (45)","",7
440800,"Отлично сбалансированный арбалет (117)","",1
414100,"Факел благородства (108)","",1
414100,"Факел благородства (108)","",1
406000,"Солнечное лезвие Алькора (63)","",1
399300,"Огненная секира (40)","",3
359800,"Берцовый клинок (62)","",1
352600,"Позолоченный железный разрушитель (34)","",2
350000,"Кинжал кровавого удара (64)","",1
350000,"Ледоруб Таруна (52)","",13
338400,"Астральный коготь (108)","",5
331900,"Бивень Бездны (108)","",6
330000,"Боевой коготь маг'харов (80)","",1
326000,"Жезл закатной поры (32)","",1
309800,"Берцовый клинок (62)","",1
309800,"Берцовый клинок (62)","",1
309700,"Разрывающий сюрикен (178)","",1
309700,"Разрывающий сюрикен (178)","",1
309600,"Топор палача Новолуния (45)","",3
309600,"Разрывающий сюрикен (178)","",1
307000,"Крутящиеся стальные топоры (40)","",27
305400,"Демонический клинок (62)","",1
305000,"Радужный молот (28)","",5
300000,"Нефритовый змеиный клинок (35)","",7
300000,"Тяжелая бронзовая палица (25)","",4
299800,"Острый как бритва разделочный нож (115)","",3
299600,"Разрывающий сюрикен (178)","",1
270000,"Элегантный фламберг (57)","",1
270000,"Элегантный фламберг (57)","",1
270000,"Элегантный фламберг (57)","",1
262800,"Несуразная палица (134)","",1
259000,"Бесшумная легкая палица (138)","",1
259000,"Крестовидный кинжал (28)","",1
259000,"Крестовидный кинжал (28)","",1
258900,"Бесшумная легкая палица (138)","",3
255900,"Призрачная боевая секира (108)","",1
255600,"Лук верного прицела (41)","",1
255600,"Лук верного прицела (41)","",1
255500,"Дренейский боевой клинок (72)","",1
255000,"Широколезвийный нож (32)","",1
253400,"Призрачная боевая секира (108)","",1
252600,"Тяжелый кремниевый топор (48)","",4
250000,"Клинок вторжения (182)","",1
250000,"Клинок вторжения (182)","",1
250000,"Топор вождя (58)","",1
250000,"Топор вождя (58)","",1
250000,"Огромный ториевый боевой топор (56)","",8
250000,"Бронзовый боевой топор (27)","",16
250000,"Нож воина (17)","",2
250000,"Нож воина (17)","",2
250000,"Нож воина (17)","",1
250000,"Тяжелый железный молот (30)","",2
247500,"Клинок вторжения (182)","",1
247500,"Клинок вторжения (182)","",1
247500,"Клинок вторжения (182)","",1
243500,"Рассекающий широкий клинок (150)","",1
242500,"Рассекающий широкий клинок (150)","",1
239700,"Увещеватель капитана Карвера (146)","",8
235500,"Знамерез (154)","",12
235000,"Животворная ветвь Лолы (138)","",9
233300,"Заостренный мечелом Линдии (150)","",13
232600,"Посох мага Новолуния (45)","",14
230600,"Грубый клинок Тенетопи (105)","",1
230000,"Длинный лук с перьями руха (162)","",13
229900,"Винтовка Бернсайда (56)","",1
229800,"Величественный скипетр Мелии (154)","",12
229000,"Кровавая бритва (50)","",13
227300,"Ударные когти (134)","",12
226800,"Сокрушитель из окаменелого железного дерева (158)","",10
226400,"Прочный кобальтовый быстрый клинок (146)","",2
225500,"Большой посох из кровавого дерева (158)","",21
223500,"Палица блага (174)","",2
223100,"Острие Эланора (146)","",24
219000,"Охранный посох (39)","",1
217800,"Винтовка суровой зимы (182)","",1
213400,"Посох Солнцестояния (60)","",1
213100,"Боевой топор Алого ордена (182)","",1
213100,"Боевой топор Алого ордена (182)","",1
209900,"Палица из шкуры копытня (102)","",1
209000,"Вестник боли (58)","",1
208300,"Боевой клинок клана Мок'Натал (111)","",1
208000,"Крушитель скелетов (178)","",1
205800,"Топор свирепости (39)","",1
203500,"Палица блага (174)","",2
203500,"Палица блага (174)","",3
203500,"Палица блага (174)","",1
203400,"Хладная боевая палица (178)","",1
203400,"Хладная боевая палица (178)","",1
203400,"Посох Солнцестояния (60)","",1
203400,"Посох Солнцестояния (60)","",1
203000,"Коса ветра (154)","",1
203000,"Коса ветра (154)","",1
202700,"Драконий зубодробитель (162)","",12
202400,"Резец Камнедробителя (120)","",1
202400,"Резец Камнедробителя (120)","",1
202400,"Резец Камнедробителя (120)","",1
202200,"Посох Солнцестояния (60)","",1
202100,"Посох Солнцестояния (60)","",1
201500,"Проклятый посох (174)","",1
201500,"Проклятый посох (174)","",1
201500,"Проклятый посох (174)","",1
200800,"Замерзший боевой клинок (170)","",1
200400,"Поющий клинок Та-Киертан (57)","",1
200000,"Авулов меч Цинь (200)","",46
200000,"Шишковатый посох (134)","",1
200000,"Секач троллей (158)","",1
200000,"Грубый клинок Тенетопи (105)","",1
200000,"Грубый клинок Тенетопи (105)","",1
200000,"Топор вождя (58)","",2
200000,"Пылающая игла (51)","",3
200000,"Перекованный клинок Героев (38)","",4
200000,"Безжалостный нож (39)","",2
199900,"Крушитель скелетов (178)","",2
199900,"Крушитель скелетов (178)","",1
199900,"Изъеденная астралом глефа (108)","",1
199900,"Крестовидный кинжал (28)","",1
195000,"Шишковатый посох (134)","",5
190000,"Лишний шип Намлака (200)","",45
190000,"Шипастый большой посох (166)","",1
190000,"Шипастый большой посох (166)","",1
190000,"Шипастый большой посох (166)","",1
190000,"Палица ужаса (102)","",1
190000,"Палица ужаса (102)","",1
190000,"Палица ужаса (102)","",1
190000,"Клинок Кузни Рока (54)","",3
190000,"Топор шквала (47)","",14
189200,"Жезл Сияющей звезды (57)","",1
189200,"Жезл Сияющей звезды (57)","",1
187500,"Топор-ледокол (178)","",1
187500,"Топор-ледокол (178)","",1
187500,"Топор-ледокол (178)","",1
186400,"Ритуальный большой посох (162)","",1
184900,"Ослоп лесоруба (166)","",1
183300,"Жезл Сияющей звезды (57)","",1
183300,"Жезл Сияющей звезды (57)","",1
181400,"Сверкающий посох (158)","",1
180500,"Меч из драконьего ребра (154)","",1
180100,"Топор лесоруба (158)","",1
180000,"Секач троллей (158)","",1
180000,"Боевой посох Календы (111)","",1
180000,"Боевой посох Календы (111)","",1
179900,"Адамантитовый колун (105)","",49
179800,"Дробящий боевой топор (166)","",1
178600,"Старая алебарда (158)","",1
178300,"Топор лесоруба (158)","",1
176800,"Кованый кобальтовый клеймор (150)","",8
175000,"Сосредоточитель Сущности (115)","",16
173000,"Топор-коготь араккоа (108)","",1
173000,"Топор-коготь араккоа (108)","",1
172600,"Вороненый клинок (178)","",2
172600,"Вороненый клинок (178)","",1
172600,"Вороненый клинок (178)","",1
171700,"Пульсирующий боевой посох (154)","",1
171700,"Пульсирующий боевой посох (154)","",1
170000,"Старая алебарда (158)","",1
170000,"Старая алебарда (158)","",1
170000,"Секач троллей (158)","",1
170000,"Надтреснутый молот (142)","",1
169900,"Первобытное тесло (138)","",1
167500,"Палица горгульи (182)","",1
167200,"Дренетистовый молот (108)","",1
165700,"Крестьянская коса (134)","",1
165200,"Посох цепкой лозы (166)","",1
165000,"Темная сельдь (187)","",81
163300,"Никудышное мачете (170)","",1
163300,"Никудышное мачете (170)","",1
163000,"Топор-коготь араккоа (108)","",1
161800,"Одноручный топор волчера (170)","",1
161800,"Одноручный топор волчера (170)","",1
161800,"Одноручный топор волчера (170)","",1
161600,"Когти свирепости (178)","",1
161500,"Бурый большой посох (142)","",1
161500,"Бурый большой посох (142)","",1
161400,"Сверкающий посох (158)","",1
161400,"Сверкающий посох (158)","",1
161400,"Сверкающий посох (158)","",1
161300,"Скипетр изящества (182)","",1
161100,"Клинок из акульего плавника (142)","",1
161100,"Никудышное мачете (170)","",1
161100,"Никудышное мачете (170)","",1
160500,"Меч из драконьего ребра (154)","",1
160000,"Кровавый арбалет (174)","",1
160000,"Кровавый арбалет (174)","",1
160000,"Крестьянская коса (134)","",2
160000,"Крестьянская коса (134)","",1
160000,"Клинок из акульего плавника (142)","",1
160000,"Меч скелета (182)","",1
159800,"Блеклая коса (178)","",2
159800,"Блеклая коса (178)","",1
159800,"Блеклая коса (178)","",1
159800,"Блеклая коса (178)","",1
159800,"Блеклая коса (178)","",1
159400,"Нерубская палица (174)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
158500,"Пронзающая глефа (166)","",1
158500,"Пронзающая глефа (166)","",1
158000,"Жезл тени (14)","",1
158000,"Топор лесника (23)","",1
157500,"Блеклая коса (178)","",3
157500,"Топор-ледокол (178)","",1
157500,"Топор-ледокол (178)","",1
157500,"Надтреснутый молот (142)","",1
157100,"Палица целительства (166)","",4
156900,"Мистический клык (174)","",2
156900,"Мистический клык (174)","",1
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156700,"Усиливающий клинок (102)","",1
156400,"Черная костяная дубина (37)","",1
155900,"Телаарская коса (105)","",1
155500,"Тренировочный меч (10)","",2
155500,"Чернокостяной жезл (46)","",1
155500,"Жезл из смоленого дерева (45)","",1
155500,"Трость (8)","",1
155500,"Деревянная рапира (7)","",1
155500,"Короткий кинжал (19)","",1
155500,"Джамбия (16)","",1
155500,"Кортик (3)","",1
155500,"Короткий посох (4)","",1
155500,"Дубина (3)","",1
155500,"Молот (21)","",1
155500,"Укороченный посох (16)","",1
155500,"Палица (14)","",1
155400,"Адамантиновый молот (170)","",1
155400,"Адамантиновый молот (170)","",1
155400,"Бумеранг с острой кромкой (105)","",2
155400,"Бумеранг с острой кромкой (105)","",1
155000,"Скользкий длинный меч (174)","",1
154900,"Скользкий длинный меч (174)","",1
154900,"Скользкий длинный меч (174)","",1
154900,"Сверхострый топор (10)","",1
154900,"Сверхострый топор (10)","",1
154900,"Сверхострый топор (10)","",1
154900,"Сверхострый топор (10)","",1
154800,"Скользкий длинный меч (174)","",1
154800,"Колун Призрачной Луны (108)","",1
154800,"Колун Призрачной Луны (108)","",1
154100,"Факел благородства (108)","",2
154100,"Факел благородства (108)","",1
153900,"Тундровая винтовка (162)","",1
153500,"Мушкет следопыта (138)","",1
153500,"Мушкет следопыта (138)","",1
153400,"Хладная боевая палица (178)","",1
152300,"Лечебный посох (19)","",1
152300,"Лечебный посох (19)","",1
151900,"Кровопроливец (32)","",4
151700,"Шероховатый клинок (158)","",1
151700,"Шероховатый клинок (158)","",2
151400,"Окованная латунью дубина (166)","",1
151100,"Никудышное мачете (170)","",1
150700,"Охотничий метательный нож (162)","",1
150000,"Винтовка суровой зимы (182)","",2
150000,"Мушкет следопыта (138)","",1
150000,"Мушкет следопыта (138)","",1
150000,"Сверкающий посох (158)","",1
150000,"Сверкающий посох (158)","",1
150000,"Скользкий длинный меч (174)","",1
150000,"Скользкий длинный меч (174)","",1
150000,"Хладная боевая палица (178)","",1
150000,"Хладная боевая палица (178)","",1
150000,"Хладная боевая палица (178)","",1
150000,"Адамантиновый молот (170)","",1
150000,"Спортивная винтовка (108)","",1
150000,"Заостренный посох (114)","",1
150000,"Заостренный посох (114)","",1
150000,"Рука волшебника (53)","",1
150000,"Короткий полуторный меч (12)","",1
150000,"Короткий полуторный меч (12)","",1
150000,"Северный короткий меч (18)","",1
150000,"Светящийся посох Светлой рощи (54)","",6
149800,"Перчатки с когтями (154)","",1
149800,"Перчатки с когтями (154)","",1
149800,"Раздвоенный сюрикен (102)","",1
149700,"Раздвоенный сюрикен (102)","",1
149600,"Меч железного черепа (120)","",1
149500,"Меч железного черепа (120)","",1
149500,"Меч железного черепа (120)","",1
149500,"Топор Лесных чащоб (57)","",19
149000,"Посох лавины (182)","",1
148900,"Посох лавины (182)","",2
147400,"Плоский широкий топор (170)","",1
147300,"Плоский широкий топор (170)","",1
147300,"Плоский широкий топор (170)","",1
147300,"Плоский широкий топор (170)","",1
147200,"Плоский широкий топор (170)","",2
147000,"Посох гейзера (162)","",2
147000,"Посох гейзера (162)","",2
146800,"Вудуистский посох сглаза (120)","",1
146700,"Эбеновый кинжал (158)","",1
146700,"Эбеновый кинжал (158)","",2
146700,"Эбеновый кинжал (158)","",1
146500,"Зубчатая кобальтовая секира (154)","",32
145400,"Закругленный топор (154)","",1
145100,"Посох цепкой лозы (166)","",2
145000,"Посох цепкой лозы (166)","",1
145000,"Предвестник Смерти (115)","",9
144500,"Голубые когти (150)","",1
144500,"Гладкий ослоп (138)","",1
144500,"Гладкий ослоп (138)","",1
144500,"Гладкий ослоп (138)","",1
144400,"Гладкий ослоп (138)","",1
144400,"Гладкий ослоп (138)","",2
144400,"Гладкий ослоп (138)","",1
144400,"Гладкий ослоп (138)","",1
143500,"Колючая звезда (158)","",1
143200,"Чеканный кинжал (134)","",1
143200,"Чеканный кинжал (134)","",1
143000,"Коса ветра (154)","",1
143000,"Коса ветра (154)","",1
142400,"Поющий кинжал (170)","",1
141300,"Посох Апокалипсиса (182)","",2
141300,"Посох Апокалипсиса (182)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
140000,"Кровавый арбалет (174)","",1
140000,"Пепельная глефа (150)","",2
140000,"Пепельная глефа (150)","",1
140000,"Горящий боевой топор (142)","",1
140000,"Горящий боевой топор (142)","",1
140000,"Горящий боевой топор (142)","",1
140000,"Украшенный мехом палаш (162)","",1
140000,"Выкопанный палаш (130)","",1
140000,"Выкопанный палаш (130)","",1
140000,"Выкопанный палаш (130)","",1
140000,"Выкопанный палаш (130)","",1
140000,"Арктический боевой молот (170)","",1
140000,"Арктический боевой молот (170)","",1
140000,"Колючая звезда (158)","",1
140000,"Колючая звезда (158)","",1
139900,"Пепельная глефа (150)","",1
139900,"Пепельная глефа (150)","",1
139900,"Выкопанный палаш (130)","",1
139900,"Молот Халаани (120)","",1
139900,"Молот Халаани (120)","",1
139900,"Молот Халаани (120)","",1
139800,"Окаменелый меч (174)","",1
139800,"Выкопанный палаш (130)","",1
139800,"Парадный топор палача (111)","",1
139800,"Парадный топор палача (111)","",1
139700,"Окаменелый меч (174)","",1
139700,"Гравированный кинжал (174)","",1
139700,"Гравированный кинжал (174)","",3
139600,"Окаменелый меч (174)","",1
139600,"Окаменелый меч (174)","",1
139600,"Фурболгский буздыхан (154)","",1
139500,"Гравированный кинжал (174)","",2
139500,"Гравированный кинжал (174)","",1
139000,"Горящий боевой топор (142)","",1
138600,"Разрубатель троллей (162)","",1
138600,"Разрубатель троллей (162)","",1
138600,"Разрубатель троллей (162)","",1
138600,"Разрубатель троллей (162)","",1
138000,"Посох из хрустального дерева (178)","",8
138000,"Посох из хрустального дерева (178)","",1
137600,"Королевский боевой молот (182)","",1
137600,"Королевский боевой молот (182)","",1
137600,"Королевский боевой молот (182)","",1
137600,"Королевский боевой молот (182)","",1
137600,"Королевский боевой молот (182)","",1
135800,"Магнетитовый молот (178)","",1
135800,"Магнетитовый молот (178)","",1
135800,"Магнетитовый молот (178)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135500,"Магнетитовый молот (178)","",1
135500,"Магнетитовый молот (178)","",2
135000,"Шишковатый посох (134)","",1
135000,"Королевский боевой молот (182)","",1
134800,"Посох зимнего цветения (174)","",2
134800,"Посох зимнего цветения (174)","",2
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",2
134000,"Разрывающий топор (174)","",2
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
132900,"Скипетр гармонии (142)","",2
132200,"Арбалет Плети (182)","",1
132200,"Арбалет Плети (182)","",1
132000,"Скипетр гармонии (142)","",1
132000,"Славная секира (105)","",1
132000,"Указующий молот (117)","",1
132000,"Указующий молот (117)","",1
132000,"Указующий молот (117)","",1
132000,"Указующий молот (117)","",1
130100,"Укороченный мушкет (170)","",2
130100,"Укороченный мушкет (170)","",1
130000,"Шишковатый посох (134)","",1
130000,"Крыловидный топор (154)","",1
130000,"Тролльский уничтожитель (166)","",1
130000,"Тролльский уничтожитель (166)","",1
130000,"Тролльский уничтожитель (166)","",1
130000,"Украшенный мехом палаш (162)","",1
130000,"Украшенный мехом палаш (162)","",1
130000,"Инкрустированный большой меч (158)","",1
130000,"Инкрустированный большой меч (158)","",1
130000,"Пилообразный большой меч (138)","",2
130000,"Малая булава (102)","",1
130000,"Малая булава (102)","",1
130000,"Поврежденный в битве арбалет (105)","",1
130000,"Лютая коса (111)","",1
130000,"Лютая коса (111)","",1
129900,"Брошенное копье (170)","",2
129900,"Брошенное копье (170)","",3
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",2
129900,"Брошенное копье (170)","",1
129900,"Крыловидный топор (154)","",2
129900,"Крыловидный топор (154)","",1
129900,"Крушитель скелетов (178)","",1
129900,"Посох путешественника (134)","",1
129900,"Посох путешественника (134)","",1
129800,"Перчатки с когтями (154)","",1
129800,"Перчатки с когтями (154)","",1
129700,"Дробящий боевой топор (166)","",2
129700,"Перчатки с когтями (154)","",1
129700,"Раздвоенный сюрикен (102)","",1
128700,"Литая железная дубина (154)","",1
128000,"Меч железной хватки (138)","",1
128000,"Меч железной хватки (138)","",1
128000,"Неподъемная булава (174)","",1
128000,"Неподъемная булава (174)","",1
127500,"Неподъемная булава (174)","",1
127500,"Неподъемная булава (174)","",1
127500,"Неподъемная булава (174)","",1
127500,"Неподъемная булава (174)","",2
127500,"Литая железная дубина (154)","",1
127500,"Литая железная дубина (154)","",1
127500,"Литая железная дубина (154)","",1
127500,"Литая железная дубина (154)","",1
127500,"Литая железная дубина (154)","",1
127500,"Тяжелый арбалет (102)","",1
127000,"Посох путешественника (134)","",1
126900,"Посох путешественника (134)","",1
126700,"Эбеновый кинжал (158)","",2
126700,"Эбеновый кинжал (158)","",1
126600,"Жезл бессмысленности (182)","",1
126500,"Большой посох воды (130)","",4
126500,"Большой посох воды (130)","",2
126300,"Тяжелый арбалет (102)","",1
126000,"Нож Стража могилы (105)","",2
125900,"Нож Стража могилы (105)","",1
125300,"Посох Очищения (108)","",1
123500,"Запятнанный кровью молот (105)","",1
123500,"Драконий кинжал (102)","",1
123200,"Короткий дробовик (174)","",1
123200,"Короткий дробовик (174)","",2
123200,"Короткий дробовик (174)","",1
122500,"Караборский боевой топор (81)","",1
122500,"Караборский боевой топор (81)","",1
122500,"Караборский боевой топор (81)","",1
122200,"Арбалет Плети (182)","",1
122200,"Изогнутые шкрабы (134)","",2
122100,"Изогнутые шкрабы (134)","",1
122000,"Поющий кинжал (170)","",2
122000,"Скалящийся топор (49)","",1
122000,"Скалящийся топор (49)","",1
121500,"Стальной Коготь (38)","",4
121400,"Остроконечный топор (150)","",1
121200,"Реликвийная палица (130)","",1
121200,"Арбалет Плети (182)","",1
121100,"Никудышное мачете (170)","",1
121100,"Никудышное мачете (170)","",1
120500,"Тролльский тесак (162)","",2
120500,"Тролльский тесак (162)","",1
120100,"Изогнутые шкрабы (134)","",2
120100,"Изогнутые шкрабы (134)","",1
120100,"Лунный клинок (108)","",1
120100,"Лунный клинок (108)","",1
120000,"Посох пчелиного улья (158)","",1
120000,"Необычный молот (154)","",2
120000,"Винтовка суровой зимы (182)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Грозный топор (166)","",1
120000,"Грозный топор (166)","",1
120000,"Грозный топор (166)","",1
120000,"Остроконечный топор (150)","",1
120000,"Остроконечный топор (150)","",1
120000,"Остроконечный топор (150)","",1
120000,"Мясодеры (130)","",1
120000,"Мясодеры (130)","",1
120000,"Посох путешественника (134)","",1
120000,"Посох путешественника (134)","",2
120000,"Пилообразный большой меч (138)","",1
120000,"Палица из бедренной кости (162)","",1
120000,"Палица из бедренной кости (162)","",1
120000,"Палица из бедренной кости (162)","",1
120000,"Палица погребения (150)","",2
120000,"Палица погребения (150)","",1
120000,"Палица погребения (150)","",1
120000,"Утяжеленная камнем палица (130)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Большой пугающий посох (111)","",1
120000,"Большой пугающий посох (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Лютая коса (111)","",1
120000,"Лютая коса (111)","",1
120000,"Рука волшебника (53)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Алый крис (63)","",5
120000,"Мозгоруб (60)","",6
119900,"Молот безмятежности (170)","",1
119900,"Молот безмятежности (170)","",1
119900,"Пилообразный большой меч (138)","",1
119900,"Пилообразный большой меч (138)","",1
119900,"Громоздкий кузнечный молот (158)","",2
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Топор с серебряной кромкой (99)","",1
119900,"Рука волшебника (53)","",2
119900,"Судьба (57)","",7
119800,"Ранящий гарпун (138)","",1
119800,"Меч железной хватки (138)","",1
119800,"Меч железной хватки (138)","",1
119800,"Меч железной хватки (138)","",1
119700,"Клинок подстрекательства (182)","",1
119700,"Ранящий гарпун (138)","",1
119700,"Глефа Легенды (120)","",1
119700,"Глефа Легенды (120)","",1
119200,"Рыцарский боевой молот (120)","",1
119000,"Ранящий гарпун (138)","",1
119000,"Меч железной хватки (138)","",1
118800,"Молот безмятежности (170)","",1
118800,"Молот безмятежности (170)","",1
118800,"Молот безмятежности (170)","",2
118800,"Молот безмятежности (170)","",1
118800,"Клинок подстрекательства (182)","",2
118800,"Топор с серебряной кромкой (99)","",1
118800,"Топор с серебряной кромкой (99)","",1
118600,"Застывшие метательные клинки (182)","",4
118600,"Клинок из закаленной стали (150)","",1
118600,"Клинок из закаленной стали (150)","",1
118600,"Клинок из закаленной стали (150)","",1
118500,"Отделанный бивнями большой посох (154)","",1
118500,"Отделанный бивнями большой посох (154)","",2
118500,"Клинок из закаленной стали (150)","",1
118500,"Боевая глефа (99)","",1
118400,"Тающий ледяной посох (150)","",1
118100,"Рыцарский боевой молот (120)","",1
118100,"Рыцарский боевой молот (120)","",1
118000,"Примитивный ятаган (166)","",1
118000,"Примитивный ятаган (166)","",1
117000,"Необычный посох (142)","",1
117000,"Необычный посох (142)","",1
117000,"Сюрикен убийцы (120)","",1
116500,"Великолепный арбалет (162)","",1
116500,"Великолепный арбалет (162)","",1
116500,"Великолепный арбалет (162)","",1
116400,"Караборский боевой топор (81)","",1
116400,"Караборский боевой топор (81)","",1
116100,"Визжащий лук (174)","",2
116100,"Визжащий лук (174)","",2
116100,"Визжащий лук (174)","",1
116100,"Визжащий лук (174)","",1
