"Цена","Название","Владелец","Доступно"
999800,"Боевой посох Тайджи (99)","",1
999800,"Боевой посох Тайджи (99)","",2
990800,"Божественный клинок (65)","",1
990000,"Тяжелый мифриловый топор (42)","",5
990000,"Массивный железный топор (37)","",2
909900,"Клинок Крола (56)","",12
839700,"Лишний шип Намлака (200)","",20
775400,"Братский посох (24)","",1
759800,"Смертоносный саронитовый кортик (171)","",24
759800,"Астральное фазовое копье (108)","",8
750000,"Сбалансированные ножи следопыта (200)","",24
749900,"Библиотечный нож для бумаги (200)","",33
724400,"Повергатель (187)","",75
699000,"Рунический драконий жезл Гвинета (174)","",20
650000,"Клинок ледяного тигра (40)","",8
570000,"Блистающий стальной кинжал (36)","",5
559900,"Палица из шкуры копытня (102)","",1
559900,"Палица из шкуры копытня (102)","",1
559900,"Палица из шкуры копытня (102)","",1
555500,"Демонический клинок (62)","",1
555400,"Демонический клинок (62)","",1
554800,"Судьба (57)","",8
551600,"Скальпель-кровопускатель (46)","",1
550000,"Клык Боана (20)","",1
540000,"Топор палача Новолуния (45)","",11
509200,"Черный рыцарь (31)","",2
508800,"Посох магии стихий (61)","",7
507900,"Кайло 5000 (45)","",1
504500,"Жнец Сталвана (37)","",2
502400,"Клык вурдалака (19)","",1
500000,"Винтовка суровой зимы (182)","",1
500000,"Длинный посох мага (58)","",1
500000,"Массивный короткий лук (35)","",4
500000,"Нефритовый змеиный клинок (35)","",5
500000,"Кровавая бритва (50)","",9
493000,"Хрустальный дренейский клинок (103)","",16
450000,"Винтовка суровой зимы (182)","",1
450000,"Монолитный лук (41)","",2
435600,"Факел благородства (108)","",1
407000,"Прочная железная кувалда (31)","",2
406400,"Солнечное лезвие Алькора (63)","",2
400900,"Сабля жестокой сечи (62)","",1
400900,"Сабля жестокой сечи (62)","",1
400000,"Кортик Новолуния (45)","",22
359900,"Берцовый клинок (62)","",1
359800,"Берцовый клинок (62)","",1
355000,"Стальной Коготь (38)","",2
354300,"Ударный кинжал (108)","",5
340000,"Тяжелая бронзовая палица (25)","",4
338900,"Топор рубаки (21)","",1
338600,"Астральный коготь (108)","",9
338500,"Боевой коготь маг'харов (80)","",1
332000,"Бивень Бездны (108)","",9
330000,"Алебарда Скверны (96)","",1
309800,"Острый как бритва разделочный нож (115)","",3
308900,"Взрывороговый лук (61)","",1
308900,"Топор рубаки (21)","",1
308700,"Мясник (31)","",2
307500,"Крутящиеся стальные топоры (40)","",7
307200,"Смертоносный топор (63)","",1
305400,"Демонический клинок (62)","",1
305400,"Демонический клинок (62)","",1
301900,"Кровопроливец (32)","",2
300100,"Элегантный фламберг (57)","",1
300100,"Элегантный фламберг (57)","",1
300000,"Бронзовый боевой топор (27)","",16
300000,"Радужный молот (28)","",5
300000,"Крученый посох певчего (24)","",4
299900,"Огненная секира (40)","",9
299800,"Клинок вторжения (182)","",1
298900,"Топор рубаки (21)","",1
298000,"Топор рубаки (21)","",2
290000,"Клинок вторжения (182)","",1
290000,"Топор вождя (58)","",2
290000,"Топор вождя (58)","",1
280000,"Топор шквала (47)","",19
270100,"Элегантный фламберг (57)","",1
270000,"Элегантный фламберг (57)","",1
259000,"Заточенный стилет (30)","",1
255500,"Дренейский боевой клинок (72)","",1
255500,"Кинжал Камнедробов (13)","",1
253000,"Посох мага Новолуния (45)","",23
252900,"Надтреснутый молот (142)","",1
252000,"Славная секира (105)","",1
252000,"Огромный ториевый боевой топор (56)","",8
250000,"Клинок вторжения (182)","",2
250000,"Клинок вторжения (182)","",2
250000,"Клинок вторжения (182)","",1
250000,"Перекованный клинок Героев (38)","",210
250000,"Тяжелый железный молот (30)","",2
240000,"Винтовка Бернсайда (56)","",1
240000,"Винтовка Бернсайда (56)","",1
239900,"Аномальный посох Забры (162)","",11
239800,"Величественный скипетр Мелии (154)","",13
238900,"Большой посох из кровавого дерева (158)","",10
235000,"Драконий зубодробитель (162)","",6
230600,"Грубый клинок Тенетопи (105)","",1
230600,"Грубый клинок Тенетопи (105)","",1
230600,"Грубый клинок Тенетопи (105)","",1
230000,"Животворная ветвь Лолы (138)","",16
230000,"Винтовка Бернсайда (56)","",1
230000,"Посох Солнцестояния (60)","",1
230000,"Хрустальный меч (57)","",1
229900,"Хрустальный меч (57)","",1
229900,"Топор Лесных чащоб (57)","",9
229000,"Острие Эланора (146)","",15
227900,"Сокрушитель из окаменелого железного дерева (158)","",23
227200,"Длинный лук с перьями руха (162)","",11
224400,"Клеймор Тяжелого Кулака (108)","",1
221000,"Клеймор глубокой зимы (178)","",1
221000,"Клеймор глубокой зимы (178)","",1
221000,"Клеймор глубокой зимы (178)","",1
221000,"Клеймор глубокой зимы (178)","",1
220000,"Винтовка суровой зимы (182)","",1
220000,"Винтовка суровой зимы (182)","",1
219000,"Пылающая игла (51)","",6
219000,"Охранный посох (39)","",1
213400,"Посох Солнцестояния (60)","",1
213300,"Боевой топор Алого ордена (182)","",1
213100,"Боевой топор Алого ордена (182)","",1
213100,"Боевой топор Алого ордена (182)","",1
209800,"Адамантитовый колун (105)","",34
207500,"Топор-ледокол (178)","",2
206400,"Лук Вороньего леса (32)","",1
205900,"Полуночный топор (34)","",7
205100,"Черный клык (25)","",3
203200,"Кинжал с жемчужной рукояткой (23)","",1
202400,"Резец Камнедробителя (120)","",1
202400,"Резец Камнедробителя (120)","",1
202400,"Резец Камнедробителя (120)","",1
200900,"Рука волшебника (53)","",2
200500,"Ослоп скалящегося пса (47)","",1
200000,"Ударные когти (134)","",16
200000,"Боевое копье Плети (182)","",1
200000,"Потемневший широкий меч (99)","",1
200000,"Рука волшебника (53)","",1
200000,"Безжалостный нож (39)","",2
200000,"Кобальтовый крушитель (34)","",2
200000,"Нож воина (17)","",2
199900,"Авулов меч Цинь (200)","",34
199900,"Коса (81)","",1
199900,"Большая кувалда (46)","",2
199900,"Большая кувалда (46)","",1
199900,"Канг Обезглавливатель (49)","",33
198100,"Палица ужаса (102)","",1
198100,"Палица ужаса (102)","",1
195300,"Светящийся посох Светлой рощи (54)","",11
191900,"Скипетр лидера (120)","",1
190000,"Увещеватель капитана Карвера (146)","",11
190000,"Клинок невезения (85)","",26
190000,"Коса (81)","",1
190000,"Рикошетный мушкетон (48)","",1
190000,"Варварская секира (28)","",2
190000,"Варварская секира (28)","",1
186000,"Ритуальный большой посох (162)","",1
185300,"Боевой посох Календы (111)","",1
182700,"Топор лесоруба (158)","",1
182700,"Топор лесоруба (158)","",1
182600,"Топор лесоруба (158)","",1
182600,"Топор лесоруба (158)","",1
182600,"Топор лесоруба (158)","",1
181400,"Сверкающий посох (158)","",1
181400,"Сверкающий посох (158)","",1
181400,"Сверкающий посох (158)","",2
180100,"Топор лесоруба (158)","",1
180100,"Топор лесоруба (158)","",1
180000,"Коса (81)","",1
180000,"Коса (81)","",1
180000,"Коса (81)","",1
180000,"Боевой посох Календы (111)","",1
180000,"Варварская секира (28)","",1
179900,"Блеклая коса (178)","",1
179900,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
178000,"Топор-коготь араккоа (108)","",1
177500,"Клеймор Тяжелого Кулака (108)","",2
176800,"Кованый кобальтовый клеймор (150)","",3
176000,"Ритуальный большой посох (162)","",1
175400,"Поющий кинжал (170)","",5
175400,"Поющий кинжал (170)","",2
175000,"Поющий кинжал (170)","",1
175000,"Заостренный посох (114)","",1
175000,"Заостренный посох (114)","",1
175000,"Заостренный посох (114)","",2
173300,"Поющий кинжал (170)","",2
173000,"Топор-коготь араккоа (108)","",1
172900,"Надтреснутый молот (142)","",1
170600,"Украшенный мехом палаш (162)","",1
170200,"Заостренный посох (114)","",1
168900,"Пепельная глефа (150)","",1
168400,"Скользкий длинный меч (174)","",1
167500,"Палица горгульи (182)","",1
167500,"Палица горгульи (182)","",1
166500,"Великолепный арбалет (162)","",1
165700,"Крестьянская коса (134)","",2
165300,"Посох цепкой лозы (166)","",1
165200,"Посох цепкой лозы (166)","",3
165000,"Темная сельдь (187)","",113
164200,"Никудышное мачете (170)","",1
164200,"Никудышное мачете (170)","",1
164200,"Никудышное мачете (170)","",1
163300,"Никудышное мачете (170)","",1
163300,"Никудышное мачете (170)","",1
163300,"Никудышное мачете (170)","",1
162900,"Гравированный кинжал (174)","",2
162400,"Бурый большой посох (142)","",1
162400,"Бурый большой посох (142)","",1
161500,"Бурый большой посох (142)","",2
161100,"Клинок из акульего плавника (142)","",1
160000,"Улучшенный плоский лук (162)","",1
160000,"Пепельная глефа (150)","",1
160000,"Горящий боевой топор (142)","",1
160000,"Горящий боевой топор (142)","",1
160000,"Меч скелета (182)","",1
160000,"Меч скелета (182)","",1
160000,"Скользкий длинный меч (174)","",1
159900,"Блеклая коса (178)","",1
159900,"Блеклая коса (178)","",1
159900,"Пепельная глефа (150)","",1
159800,"Блеклая коса (178)","",3
159800,"Блеклая коса (178)","",1
159800,"Арктический боевой молот (170)","",1
159800,"Большая кувалда (46)","",1
159800,"Большая кувалда (46)","",1
159600,"Разрыватель (102)","",1
159400,"Раздвоенный сюрикен (102)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
159300,"Покрытая ржавчиной алебарда (142)","",1
158700,"Знамерез (154)","",20
158500,"Пронзающая глефа (166)","",1
158500,"Пронзающая глефа (166)","",1
158500,"Пронзающая глефа (166)","",1
158000,"Боевая дубина (39)","",1
157500,"Короткий полуторный меч (12)","",1
157100,"Палица целительства (166)","",1
157000,"Тисовый лук с печатью выносливости (134)","",1
156900,"Геройские кастеты (162)","",1
156900,"Геройские кастеты (162)","",1
156900,"Геройские кастеты (162)","",1
156900,"Тренировочный меч (10)","",2
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156800,"Геройские кастеты (162)","",1
156300,"Пилообразный большой меч с меткой волшебника (138)","",1
155900,"Жалящий лук (47)","",1
155800,"Сверхострый топор (10)","",1
155500,"Бумеранг с острой кромкой (105)","",1
155400,"Бумеранг с острой кромкой (105)","",1
155400,"Бумеранг с острой кромкой (105)","",2
155000,"Шишковатый посох (134)","",1
155000,"Скользкий длинный меч (174)","",2
155000,"Скользкий длинный меч (174)","",1
155000,"Скользкий длинный меч (174)","",1
153700,"Посох путешественника (134)","",1
153100,"Шипастый боевой топор (90)","",1
152100,"Кинжал-крюк (20)","",1
152000,"Крестовидный кинжал (28)","",1
152000,"Крестовидный кинжал (28)","",1
151500,"Посох Апокалипсиса (182)","",1
151400,"Посох Апокалипсиса (182)","",1
151300,"Посох Апокалипсиса (182)","",2
151300,"Посох Апокалипсиса (182)","",1
151000,"Трезубец Пустоты (114)","",1
151000,"Трезубец Пустоты (114)","",1
150600,"Украшенный мехом палаш (162)","",1
150400,"Сноубийца (33)","",1
150000,"Прочный кобальтовый быстрый клинок (146)","",5
150000,"Заостренный мечелом Линдии (150)","",10
150000,"Посох лавины (182)","",1
150000,"Жезл бессмысленности (182)","",1
150000,"Удлиненный арбалет (134)","",1
150000,"Горящий боевой топор (142)","",1
150000,"Горящий боевой топор (142)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Лютая коса (111)","",3
150000,"Коса (81)","",3
150000,"Коса (81)","",1
150000,"Вудуистский посох сглаза (120)","",1
150000,"Вудуистский посох сглаза (120)","",1
150000,"Вудуистский посох сглаза (120)","",1
150000,"Кинжал Анзака (93)","",2
150000,"Рука волшебника (53)","",1
150000,"Рука Эдварда Странного (62)","",7
150000,"Укороченный посох (16)","",1
150000,"Топор лесника (23)","",1
149900,"Раздвоенный сюрикен (102)","",2
149900,"Талбукский охотничий лук (105)","",1
149900,"Коса (81)","",1
149900,"Караборский боевой топор (81)","",1
149900,"Топор лесника (23)","",1
149800,"Арктический боевой молот (170)","",2
149800,"Арктический боевой молот (170)","",1
149800,"Арктический боевой молот (170)","",1
149700,"Меч железного черепа (120)","",1
149600,"Меч железного черепа (120)","",1
149600,"Меч железного черепа (120)","",1
149500,"Посох лавины (182)","",2
149300,"Зубчатая кобальтовая секира (154)","",6
149000,"Разрыватель (102)","",2
149000,"Боевая палица Луносвета (96)","",1
149000,"Боевая палица Луносвета (96)","",1
149000,"Смертоносный мушкетон (21)","",11
148900,"Коса (81)","",2
148000,"Большой посох воды (130)","",1
147800,"Королевский боевой молот (182)","",1
147700,"Королевский боевой молот (182)","",1
147600,"Плоский широкий топор (170)","",1
147600,"Плоский широкий топор (170)","",1
147600,"Королевский боевой молот (182)","",2
147600,"Королевский боевой молот (182)","",1
147600,"Королевский боевой молот (182)","",1
147500,"Плоский широкий топор (170)","",1
147500,"Клеймор Тяжелого Кулака с меткой победителя (108)","",1
147200,"Дренетистовый молот (108)","",1
146700,"Эбеновый кинжал (158)","",1
146700,"Эбеновый кинжал (158)","",1
145900,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",2
144900,"Молот Халаани (120)","",1
144800,"Молот Халаани (120)","",1
144500,"Гладкий ослоп (138)","",2
144500,"Гладкий ослоп (138)","",1
144500,"Гладкий ослоп (138)","",1
143000,"Коса ветра (154)","",1
143000,"Коса ветра (154)","",1
143000,"Коса ветра (154)","",1
142800,"Гравированный кинжал (174)","",1
142800,"Гравированный кинжал (174)","",1
142700,"Гравированный кинжал (174)","",1
142600,"Гравированный кинжал (174)","",1
142500,"Караборский боевой топор (81)","",1
142000,"Скалящийся топор (49)","",1
142000,"Скалящийся топор (49)","",1
142000,"Скалящийся топор (49)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
140000,"Большой посох воды (130)","",2
140000,"Старая алебарда (158)","",1
140000,"Старая алебарда (158)","",1
140000,"Разрубатель троллей (162)","",1
140000,"Крыловидный топор (154)","",1
140000,"Украшенный мехом палаш (162)","",2
140000,"Украшенный мехом палаш (162)","",1
140000,"Украшенный мехом палаш (162)","",2
140000,"Выкопанный палаш (130)","",1
140000,"Выкопанный палаш (130)","",1
140000,"Сосредоточитель Сущности (115)","",15
140000,"Молот Халаани (120)","",2
140000,"Молот Халаани (120)","",1
140000,"Молот Халаани (120)","",1
139900,"Окаменелый меч (174)","",1
139900,"Окаменелый меч (174)","",1
139900,"Окаменелый меч (174)","",1
139900,"Окаменелый меч (174)","",1
139900,"Гравированный кинжал (174)","",2
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Окаменелый меч (174)","",2
139700,"Парадный топор палача (111)","",1
138600,"Разрубатель троллей (162)","",3
138600,"Разрубатель троллей (162)","",1
138000,"Посох из хрустального дерева (178)","",1
137700,"Посох приспешника (178)","",5
137700,"Посох приспешника (178)","",4
137700,"Посох приспешника (178)","",1
137700,"Посох приспешника (178)","",1
137700,"Посох приспешника (178)","",1
137700,"Посох приспешника (178)","",1
137600,"Посох приспешника (178)","",1
137600,"Королевский боевой молот (182)","",1
137300,"Магнетитовый молот (178)","",1
137300,"Магнетитовый молот (178)","",2
137300,"Магнетитовый молот (178)","",1
137300,"Магнетитовый молот (178)","",1
136900,"Кобальтодробитель (146)","",1
136900,"Тисовый лук со знаком силы (134)","",1
135900,"Призрачная боевая секира (108)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135300,"Посох Очищения (108)","",3
135000,"Проклятый посох (174)","",1
134900,"Посох зимнего цветения (174)","",1
134900,"Посох зимнего цветения (174)","",2
134900,"Посох зимнего цветения (174)","",3
134900,"Посох зимнего цветения (174)","",1
134800,"Посох зимнего цветения (174)","",4
134400,"Посох приспешника (178)","",2
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",2
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
132900,"Изъеденная астралом глефа (108)","",1
132800,"Изъеденная астралом глефа (108)","",1
132200,"Дворфская алебарда (162)","",1
132000,"Славная секира с меткой преступника (105)","",1
131600,"Отражающий посох (105)","",1
130900,"Китовый потрошитель (142)","",1
130900,"Китовый потрошитель (142)","",1
130500,"Замерзший боевой клинок (170)","",1
130500,"Замерзший боевой клинок (170)","",1
130500,"Посох тюремщика (48)","",6
130100,"Посох из хрустального дерева (178)","",8
130000,"Посох из хрустального дерева (178)","",1
130000,"Дворфская алебарда (162)","",1
130000,"Крыловидный топор (154)","",1
130000,"Проклятый посох (174)","",2
130000,"Проклятый посох (174)","",1
130000,"Проклятый посох (174)","",1
130000,"Пульсирующий боевой посох (154)","",1
130000,"Посох путешественника (134)","",2
130000,"Посох путешественника (134)","",1
130000,"Замерзший боевой клинок (170)","",2
130000,"Замерзший боевой клинок (170)","",1
130000,"Инкрустированный большой меч (158)","",2
130000,"Инкрустированный большой меч (158)","",2
130000,"Пилообразный большой меч с меткой победителя (138)","",2
130000,"Пилообразный большой меч с меткой старца (138)","",1
130000,"Ослоп лесоруба (166)","",1
130000,"Ослоп лесоруба (166)","",1
130000,"Ослоп лесоруба (166)","",1
130000,"Ослоп лесоруба (166)","",1
130000,"Литая железная дубина (154)","",1
130000,"Литая железная дубина (154)","",1
130000,"Литая железная дубина (154)","",1
130000,"Литая железная дубина (154)","",1
130000,"Предвестник Смерти (115)","",15
130000,"Малая булава (102)","",2
130000,"Малая булава (102)","",1
130000,"Лютая коса (111)","",1
130000,"Лютая коса (111)","",1
130000,"Призрачная боевая секира (108)","",1
130000,"Славная секира с меткой зверя (105)","",1
130000,"Алый крис (63)","",5
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",2
129900,"Посох путешественника (134)","",2
129900,"Посох путешественника (134)","",1
129800,"Неподъемная булава (174)","",1
129800,"Неподъемная булава (174)","",1
129800,"Длинный лук истребителя рухов (111)","",1
129600,"Чумная пика (174)","",1
129600,"Чумная пика (174)","",3
129600,"Чумная пика (174)","",2
129600,"Чумная пика (174)","",1
129000,"Неподъемная булава (174)","",2
129000,"Неподъемная булава (174)","",1
128900,"Посох низвергающейся воды (170)","",1
128900,"Посох низвергающейся воды (170)","",1
128900,"Неподъемная булава (174)","",2
128800,"Примитивный ятаган (166)","",1
128300,"Изогнутые шкрабы (134)","",1
128300,"Боевой клинок клана Мок'Натал (111)","",1
128000,"Посох низвергающейся воды (170)","",1
128000,"Неподъемная булава (174)","",1
128000,"Неподъемная булава (174)","",2
127900,"Цыганский клинок (134)","",2
127600,"Посох Возмездия (102)","",1
127600,"Посох Возмездия (102)","",1
127600,"Посох Возмездия (102)","",1
127000,"Цыганский клинок (134)","",2
127000,"Цыганский клинок (134)","",1
127000,"Шипастый большой посох (166)","",1
127000,"Шипастый большой посох (166)","",1
126000,"Лунный клинок (108)","",1
126000,"Лунный клинок (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125800,"Клыкаррская деревянная рапира (142)","",1
125500,"Телаарская коса (105)","",2
125500,"Телаарская коса (105)","",1
125000,"Боевая палица Луносвета (96)","",1
124000,"Посох Танджо (102)","",1
123800,"Клинок Зовущего (23)","",1
123500,"Дворфская алебарда (162)","",1
123500,"Дворфская алебарда (162)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123100,"Грозный топор (166)","",1
123100,"Грозный топор (166)","",1
122000,"Скалящийся топор (49)","",1
121900,"Меч клыкача (49)","",1
121800,"Меч клыкача (49)","",1
121400,"Остроконечный топор (150)","",1
121400,"Остроконечный топор (150)","",1
121400,"Остроконечный топор (150)","",1
121400,"Остроконечный топор (150)","",1
121400,"Остроконечный топор (150)","",1
120800,"Механо-жезл (111)","",1
120500,"Тролльский тесак (162)","",1
120500,"Тролльский тесак (162)","",1
120500,"Тролльский тесак (162)","",1
120500,"Тролльский тесак (162)","",1
120500,"Тролльский тесак (162)","",1
120500,"Тролльский тесак (162)","",1
120100,"Лунный клинок (108)","",1
120100,"Лунный клинок (108)","",1
120000,"Посох низвергающейся воды (170)","",1
120000,"Посох пчелиного улья (158)","",2
120000,"Посох пчелиного улья (158)","",1
120000,"Посох пчелиного улья (158)","",1
120000,"Молот безмятежности (170)","",2
120000,"Молот безмятежности (170)","",1
120000,"Молот безмятежности (170)","",2
120000,"Кремниевое ружье (134)","",2
120000,"Старая алебарда (158)","",1
120000,"Старая алебарда (158)","",2
120000,"Океанский трезубец (130)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",2
120000,"Топор из костяных пластин (150)","",1
120000,"Ребристый боевой топор (130)","",3
120000,"Ребристый боевой топор (130)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Мясодеры (130)","",2
120000,"Мясодеры (130)","",1
120000,"Мясодеры (130)","",1
120000,"Палица из бедренной кости (162)","",1
120000,"Палица из бедренной кости (162)","",1
120000,"Палица из бедренной кости (162)","",1
120000,"Палица погребения (150)","",2
120000,"Палица погребения (150)","",1
120000,"Палица погребения (150)","",1
120000,"Палица погребения (150)","",1
120000,"Изысканный широкий кинжал (182)","",2
120000,"Изысканный широкий кинжал (182)","",2
120000,"Большой пугающий посох (111)","",2
120000,"Большой пугающий посох (111)","",1
120000,"Большой пугающий посох (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Длинный лук истребителя рухов (111)","",2
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Длинный лук истребителя рухов (111)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",2
120000,"Обезглавливающий клинок (52)","",1
120000,"Отбойный молоток (28)","",1
120000,"Пылающий жезл (17)","",4
120000,"Рикошетный мушкетон (48)","",3
120000,"Короткий меч Ночного Дозора (20)","",6
119900,"Посох низвергающейся воды (170)","",2
119900,"Кремниевое ружье (134)","",1
119900,"Ребристый боевой топор (130)","",1
119900,"Ледяной остроконечный топор (174)","",1
119900,"Ледяной остроконечный топор (174)","",1
119900,"Ледяной остроконечный топор (174)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",2
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",1
119900,"Громоздкий кузнечный молот (158)","",2
119900,"Несуразная палица (134)","",1
119900,"Несуразная палица (134)","",1
119900,"Топор с серебряной кромкой (99)","",1
119900,"Топор с серебряной кромкой (99)","",1
119900,"Топор с серебряной кромкой (99)","",1
