"Цена","Название","Владелец","Доступно"
3337100,"Шахтерское кайло Лопаторукого (38)","",1
3000100,"Бруннхильдарский гарпун (85)","",1
2509800,"Арктический боевой молот (170)","",1
2229700,"Ториевая винтовка (52)","",4
2229000,"Акробатский посох (34)","",1
2227900,"Лук верного прицела (41)","",1
2227800,"Массивный короткий лук (35)","",3
2222200,"Полуночный топор (34)","",3
2220000,"Кинжал Анзака (93)","",1
2004500,"Тенеклык (24)","",1
2003000,"Потемневший широкий меч (99)","",1
2000100,"Метла фермера (6)","",3
2000000,"Разноцветный меч (45)","",5
2000000,"Кувалда Темношкуров (23)","",1
1903000,"Потемневший широкий меч (99)","",1
1749800,"Молот неизвестного археолога (163)","",4
1508300,"Саронитовый разбойничий кинжал (167)","",5
1507300,"Секира из оскверненного железа (93)","",15
1502400,"Клык вурдалака (19)","",1
1500000,"Бруннхильдарский топор (85)","",1
1500000,"Астральный фазовый клинок (108)","",3
1399700,"Дубинка Звездного сердца (108)","",1
1305300,"Палаш лунной стали (36)","",8
1206600,"Жезл бессмысленности (182)","",2
1009800,"Боевой посох Тайджи (99)","",1
1009800,"Боевой посох Тайджи (99)","",1
1008500,"Боевой коготь маг'харов (80)","",1
1003500,"Дробовик скального прыгуна (99)","",1
1000000,"Боевой посох Тайджи (99)","",1
1000000,"Клинок Крола (56)","",9
1000000,"Монашеский посох (42)","",1
999900,"Берцовый клинок со знаком мартышки (62)","",1
999800,"Клинок невезения (85)","",12
990000,"Тяжелый мифриловый топор (42)","",5
949800,"Монолитный лук (41)","",1
813200,"Астральное фазовое копье (108)","",3
809200,"Библиотечный нож для бумаги (200)","",9
802900,"Апекситовая хрустальная палица (115)","",1
801000,"Клинок неумолимости (183)","",1
779900,"Сбалансированные ножи следопыта (200)","",11
775400,"Братский посох (24)","",1
770000,"Клятвохранитель (115)","",7
759800,"Смертоносный саронитовый кортик (171)","",60
757000,"Рунический драконий жезл Гвинета (174)","",20
747500,"Повергатель (187)","",64
700000,"Огненная секира (40)","",6
699900,"Посох магии стихий (61)","",4
693600,"Чудотворный посох (54)","",1
693500,"Чудотворный посох (54)","",1
661100,"Хрустальный дренейский клинок (103)","",11
650000,"Клинок ледяного тигра (40)","",8
598000,"Кобальтодробитель (146)","",1
573900,"Элегантный фламберг (57)","",1
555500,"Дренейский боевой клинок (72)","",1
555500,"Демонический клинок (62)","",1
550000,"Нефритовый змеиный клинок (35)","",3
507800,"Длинный посох мага (58)","",1
507800,"Длинный посох мага (58)","",1
507800,"Длинный посох мага (58)","",1
507800,"Длинный посох мага (58)","",1
507800,"Длинный посох мага (58)","",1
506400,"Солнечное лезвие Алькора (63)","",2
502800,"Застывшие метательные клинки (182)","",1
502000,"Колоссальная секира (99)","",1
501700,"Посох Апокалипсиса (182)","",1
500400,"Мерцающий фламберг (32)","",1
500000,"Кортик Новолуния (45)","",18
500000,"Винтовка суровой зимы (182)","",1
500000,"Крученый посох певчего (24)","",9
500000,"Топор шквала (47)","",20
499900,"Авулов меч Цинь (200)","",32
451300,"Скипетр изящества (182)","",1
407800,"Адамантитовый колун (105)","",22
407200,"Смертоносный топор (63)","",1
407000,"Прочная железная кувалда (31)","",2
401500,"Нож воина (17)","",2
400000,"Пирамидообразный сюрикен (174)","",1
400000,"Пирамидообразный сюрикен (174)","",1
400000,"Северный короткий меч (18)","",1
400000,"Топор Лесных чащоб (57)","",15
393100,"Посох мага Новолуния (45)","",24
390000,"Пирамидообразный сюрикен (174)","",2
390000,"Потрошительница (105)","",1
389900,"Пирамидообразный сюрикен (174)","",2
389900,"Пирамидообразный сюрикен (174)","",2
385500,"Пирамидообразный сюрикен (174)","",2
385500,"Пирамидообразный сюрикен (174)","",1
385500,"Пирамидообразный сюрикен (174)","",1
385400,"Пирамидообразный сюрикен (174)","",2
379900,"Канг Обезглавливатель (49)","",23
359900,"Грубомолот (63)","",1
359900,"Грубомолот (63)","",1
359900,"Берцовый клинок со знаком кита (62)","",1
359900,"Берцовый клинок со знаком кита (62)","",1
357500,"Сосредоточитель Сущности (115)","",4
355000,"Бронзовый боевой топор (27)","",3
355000,"Стальной Коготь (38)","",3
354500,"Ударный кинжал (108)","",1
352600,"Позолоченный железный разрушитель (34)","",3
350300,"Топор рубаки (21)","",1
350000,"Боевая коса (102)","",1
350000,"Топор вождя (58)","",1
350000,"Лечебный посох (19)","",1
350000,"Лечебный посох (19)","",1
350000,"Лечебный посох (19)","",2
345000,"Топор вождя (58)","",1
339800,"Рука Эдварда Странного (62)","",3
338900,"Астральный коготь (108)","",3
334900,"Алебарда Скверны (96)","",1
330000,"Алебарда Скверны (96)","",1
330000,"Алебарда Скверны (96)","",1
330000,"Алебарда Скверны (96)","",1
330000,"Алебарда Скверны (96)","",1
315600,"Бивень Бездны (108)","",2
309600,"Острый как бритва разделочный нож (115)","",3
303900,"Элегантный фламберг (57)","",1
300000,"Большая кувалда (46)","",1
299800,"Клинок вторжения (182)","",2
299800,"Клинок вторжения (182)","",1
280000,"Безжалостный нож (39)","",4
275100,"Черный клык (25)","",3
272000,"Огромный ториевый боевой топор (56)","",12
264000,"Посох Танджо (102)","",1
259000,"Заточенный стилет (30)","",1
259000,"Заточенный стилет (30)","",1
258000,"Боевой сокрушитель (25)","",1
252600,"Застывшие метательные клинки (182)","",1
252200,"Боевая палица Луносвета (96)","",1
250400,"Мерцающий фламберг (32)","",1
250000,"Заостренный мечелом Линдии (150)","",9
250000,"Боевая перчатка расплаты (88)","",16
250000,"Лечебный посох (19)","",1
250000,"Тяжелый железный молот (30)","",2
249900,"Длинный лук с перьями руха (162)","",14
249700,"Величественный скипетр Мелии (154)","",16
249500,"Лишний шип Намлака (200)","",51
248800,"Знамерез (154)","",6
246500,"Большой посох из кровавого дерева (158)","",8
240000,"Сокрушитель из окаменелого железного дерева (158)","",16
240000,"Драконий зубодробитель (162)","",18
240000,"Животворная ветвь Лолы (138)","",1
239900,"Острие Эланора (146)","",9
233500,"Чудотворный посох (54)","",1
230000,"Аномальный посох Забры (162)","",15
230000,"Хрустальный меч (57)","",1
230000,"Хрустальный меч (57)","",1
229000,"Пылающая игла (51)","",6
227100,"Тролльский уничтожитель (166)","",1
224400,"Клеймор Тяжелого Кулака (108)","",2
224400,"Клеймор Тяжелого Кулака (108)","",1
220000,"Тролльский уничтожитель (166)","",1
219000,"Охранный посох (39)","",3
218900,"Коса (81)","",1
218800,"Боевой топор Алого ордена (182)","",1
218800,"Коса (81)","",1
218800,"Коса (81)","",1
213300,"Боевой топор Алого ордена (182)","",1
213300,"Боевой топор Алого ордена (182)","",1
213300,"Боевой топор Алого ордена (182)","",1
209900,"Коса (81)","",1
208900,"Ударные когти (134)","",20
207700,"Коса (81)","",2
206600,"Жезл бессмысленности (182)","",1
206600,"Коса (81)","",1
206600,"Коса (81)","",3
206600,"Коса (81)","",1
206600,"Коса (81)","",1
206600,"Коса (81)","",1
206500,"Жезл бессмысленности (182)","",1
203900,"Смертельный удар (48)","",1
203500,"Блеклая коса (178)","",1
203500,"Блеклая коса (178)","",1
203500,"Блеклая коса (178)","",1
203500,"Блеклая коса (178)","",1
202700,"Короткий меч Ночного Дозора (20)","",1
202600,"Рикошетный мушкетон (48)","",1
202100,"Клинок измерений (59)","",1
202100,"Клинок измерений (59)","",2
200100,"Молот из оскверненного железа (96)","",1
200000,"Боевое копье Плети (182)","",1
200000,"Дротик, обмакнутый в скверну (90)","",1
200000,"Большая кувалда (46)","",1
200000,"Большая кувалда (46)","",1
200000,"Рикошетный мушкетон (48)","",1
200000,"Рикошетный мушкетон (48)","",1
200000,"Ревностный хранитель (43)","",8
199900,"Увещеватель капитана Карвера (146)","",11
199900,"Пепельная глефа (150)","",1
199900,"Жезл Сияющей звезды (57)","",1
199900,"Жезл Сияющей звезды (57)","",1
199900,"Жезл Сияющей звезды (57)","",1
198900,"Старая алебарда (158)","",1
198100,"Палица ужаса (102)","",1
196000,"Старая алебарда (158)","",1
194500,"Рассекающий широкий клинок (150)","",1
190000,"Боевое копье Плети (182)","",3
190000,"Лютая коса (111)","",2
190000,"Лютая коса (111)","",1
190000,"Лютая коса (111)","",1
190000,"Лютая коса (111)","",1
189800,"Арктический боевой молот (170)","",1
189000,"Заточенный стилет (30)","",1
187600,"Вырвиглаз (48)","",1
186400,"Ритуальный большой посох (162)","",1
186300,"Прочный кобальтовый быстрый клинок (146)","",6
186300,"Ритуальный большой посох (162)","",1
183800,"Клинок Зовущего (23)","",1
183500,"Палица блага (174)","",1
183300,"Палица блага (174)","",1
182000,"Топор-коготь араккоа (108)","",1
181400,"Сверкающий посох (158)","",1
181400,"Сверкающий посох (158)","",1
180000,"Ритуальный большой посох (162)","",2
180000,"Рассекающий широкий клинок (150)","",1
180000,"Палица из бедренной кости (162)","",1
179900,"Дробящий боевой топор (166)","",1
179200,"Заостренный посох (114)","",1
179200,"Заостренный посох (114)","",1
179200,"Заостренный посох (114)","",1
179200,"Заостренный посох (114)","",1
179000,"Заточенный стилет (30)","",1
178000,"Топор-коготь араккоа (108)","",1
177000,"Поющий кинжал (170)","",1
176800,"Кованый кобальтовый клеймор (150)","",9
176000,"Поющий кинжал (170)","",3
176000,"Поющий кинжал (170)","",1
176000,"Поющий кинжал (170)","",1
175900,"Телаарская коса (105)","",1
173800,"Коса ветра (154)","",1
173700,"Коса ветра (154)","",1
173000,"Коса ветра (154)","",1
173000,"Коса ветра (154)","",1
170600,"Украшенный мехом палаш (162)","",1
170600,"Украшенный мехом палаш (162)","",1
170100,"Посох цепкой лозы (166)","",1
170000,"Тролльский уничтожитель (166)","",1
170000,"Тролльский уничтожитель (166)","",1
170000,"Тролльский уничтожитель (166)","",1
170000,"Рассекающий широкий клинок (150)","",2
168800,"Удлиненный арбалет (134)","",3
167500,"Палица горгульи (182)","",1
167000,"Посох цепкой лозы (166)","",1
166900,"Посох цепкой лозы (166)","",1
166000,"Гладкий ослоп (138)","",1
166000,"Гладкий ослоп (138)","",1
166000,"Гладкий ослоп (138)","",1
165300,"Посох цепкой лозы (166)","",2
165000,"Телаарская коса (105)","",2
165000,"Телаарская коса (105)","",1
163900,"Посох путешественника (134)","",1
163700,"Посох путешественника (134)","",2
163700,"Посох путешественника (134)","",1
163700,"Посох путешественника (134)","",1
162800,"Горящий боевой топор (142)","",1
162800,"Горящий боевой топор (142)","",1
162800,"Горящий боевой топор (142)","",1
162700,"Горящий боевой топор (142)","",1
162700,"Горящий боевой топор (142)","",2
160000,"Молот безмятежности (170)","",2
160000,"Молот безмятежности (170)","",1
160000,"Молот безмятежности (170)","",2
160000,"Молот безмятежности (170)","",2
160000,"Молот безмятежности (170)","",1
160000,"Горящий боевой топор (142)","",1
159800,"Арктический боевой молот (170)","",1
159400,"Раздвоенный сюрикен (102)","",1
159000,"Короткий клинок Кобры (99)","",1
159000,"Топор лесника (23)","",1
158500,"Пронзающая глефа (166)","",2
158500,"Пронзающая глефа (166)","",1
158000,"Тренировочный меч со знаком кита (10)","",2
157900,"Королевский боевой молот (182)","",1
157800,"Королевский боевой молот (182)","",2
157800,"Клинок ужаса (47)","",1
157700,"Разрубатель троллей (162)","",1
157500,"Короткий полуторный меч (12)","",1
157500,"Короткий полуторный меч (12)","",1
157300,"Тисовый лук (134)","",1
157300,"Тисовый лук (134)","",1
157300,"Тисовый лук (134)","",1
157100,"Палица целительства (166)","",1
157000,"Тисовый лук (134)","",1
156800,"Вудуистский посох сглаза (120)","",1
156800,"Вудуистский посох сглаза (120)","",1
156000,"Старая алебарда (158)","",1
155300,"Боевой посох Календы (111)","",1
154600,"Ранящий гарпун (138)","",1
154100,"Ледяной остроконечный топор с меткой старца (174)","",1
154100,"Ледяной остроконечный топор с меткой заклинателя (174)","",1
154100,"Ледяной остроконечный топор со знаком ловкости (174)","",1
154100,"Ледяной остроконечный топор с печатью выносливости (174)","",2
154100,"Ледяной остроконечный топор со знаком совы (174)","",2
154000,"Ледяной остроконечный топор с меткой зверя (174)","",1
154000,"Ледяной остроконечный топор со знаком тигра (174)","",2
154000,"Ледяной остроконечный топор со знаком волка (174)","",2
153200,"Грозный топор (166)","",1
153000,"Молот величавости с печатью выносливости (162)","",2
153000,"Дворфская алебарда (162)","",2
152900,"Молот величавости с меткой старца (162)","",3
152900,"Драконий кинжал (102)","",1
151700,"Посох Апокалипсиса (182)","",1
151700,"Посох Апокалипсиса (182)","",2
151700,"Посох Апокалипсиса (182)","",1
151500,"Лук путника (158)","",1
151400,"Посох лавины (182)","",1
151100,"Разрубатель троллей (162)","",1
151100,"Разрубатель троллей (162)","",3
151100,"Разрубатель троллей (162)","",1
151000,"Посох лавины (182)","",1
150800,"Посох лавины (182)","",1
150500,"Алый крис (63)","",4
150000,"Старая алебарда (158)","",1
150000,"Старая алебарда (158)","",1
150000,"Ранящий гарпун (138)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Палица из бедренной кости (162)","",1
150000,"Лютая коса (111)","",1
150000,"Лютая коса (111)","",1
150000,"Кривой клинок Скеттиса (87)","",1
150000,"Кривой клинок Скеттиса (87)","",1
150000,"Боевая палица Луносвета (96)","",1
150000,"Боевая палица Луносвета (96)","",2
150000,"Боевая палица Луносвета (96)","",1
150000,"Боевая палица Луносвета (96)","",1
150000,"Ручной молот Мертвого Леса (37)","",15
150000,"Зов небес (21)","",5
150000,"Гниль (50)","",4
150000,"Крушитель черепов (47)","",1
150000,"Крушитель черепов (47)","",1
150000,"Крушитель черепов (47)","",1
149900,"Крыловидный топор (154)","",1
149900,"Крыловидный топор (154)","",1
149900,"Талбукский охотничий лук (105)","",1
149900,"Тяжелый изогнутый лук (25)","",2
149900,"Мозгоруб (60)","",4
149700,"Меч железного черепа (120)","",2
149700,"Меч железного черепа (120)","",1
149700,"Меч железного черепа (120)","",1
149500,"Знак Королевы (111)","",1
149000,"Знак Королевы (111)","",2
149000,"Боевая палица Луносвета (96)","",1
149000,"Смертоносный мушкетон (21)","",12
148500,"Крыловидный топор (154)","",1
148500,"Крыловидный топор (154)","",1
148400,"Крыловидный топор (154)","",1
147900,"Плоский широкий топор (170)","",1
147900,"Плоский широкий топор (170)","",1
147900,"Плоский широкий топор (170)","",1
147800,"Плоский широкий топор (170)","",1
147800,"Королевский боевой молот (182)","",1
147800,"Королевский боевой молот (182)","",1
147800,"Клинок ужаса (47)","",1
147700,"Плоский широкий топор (170)","",1
147700,"Плоский широкий топор (170)","",1
147600,"Плоский широкий топор (170)","",1
147200,"Дренетистовый молот (108)","",1
147200,"Дренетистовый молот (108)","",1
147200,"Дренетистовый молот (108)","",2
146900,"Выкопанный палаш (130)","",1
146900,"Выкопанный палаш (130)","",1
146000,"Гладкий ослоп (138)","",2
145000,"Молот Халаани (120)","",2
145000,"Молот Халаани (120)","",1
144900,"Молот Халаани (120)","",1
144900,"Молот Халаани (120)","",1
143000,"Клеймор глубокой зимы с меткой старца (178)","",2
143000,"Литая железная дубина со знаком мартышки (154)","",1
142900,"Неподъемная булава (174)","",1
142000,"Неподъемная булава (174)","",1
142000,"Неподъемная булава (174)","",1
142000,"Неподъемная булава (174)","",2
141700,"Посох Апокалипсиса (182)","",1
141700,"Посох Апокалипсиса (182)","",1
141400,"Остроконечный топор (150)","",1
141000,"Клеймор глубокой зимы с меткой победителя (178)","",1
141000,"Клеймор глубокой зимы со знаком гориллы (178)","",2
141000,"Клеймор глубокой зимы со знаком совы (178)","",1
140700,"Бурый большой посох (142)","",2
140000,"Посох лавины (182)","",4
140000,"Подогнанный мушкет (130)","",1
140000,"Подогнанный мушкет (130)","",1
140000,"Старая алебарда (158)","",2
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Тролльский тесак (162)","",1
139900,"Посох приспешника (178)","",1
139900,"Посох приспешника (178)","",1
139900,"Посох приспешника (178)","",2
139900,"Посох приспешника (178)","",1
139900,"Посох приспешника (178)","",1
139900,"Окаменелый меч (174)","",2
139900,"Окаменелый меч (174)","",1
139900,"Окаменелый меч (174)","",2
139900,"Тролльский тесак (162)","",2
139900,"Тролльский тесак (162)","",1
139900,"Поврежденный в битве арбалет (105)","",1
139900,"Поврежденный в битве арбалет (105)","",1
139800,"Посох приспешника (178)","",2
139800,"Посох приспешника (178)","",1
139700,"Парадный топор палача (111)","",2
139700,"Парадный топор палача (111)","",1
139300,"Большой пугающий посох (111)","",1
139000,"Крученый длинный лук (150)","",1
139000,"Крученый длинный лук (150)","",1
138800,"Магнетитовый молот (178)","",1
138700,"Посох из хрустального дерева (178)","",6
138700,"Посох из хрустального дерева (178)","",1
138700,"Посох из хрустального дерева (178)","",1
138700,"Магнетитовый молот (178)","",1
137400,"Магнетитовый молот (178)","",1
137000,"Ослоп лесоруба (166)","",1
136700,"Нож воина (17)","",3
136600,"Нож воина (17)","",4
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135500,"Примитивный ятаган (166)","",1
135500,"Примитивный ятаган (166)","",1
135400,"Посох Очищения (108)","",3
135000,"Посох зимнего цветения (174)","",3
135000,"Посох зимнего цветения (174)","",1
135000,"Проклятый посох (174)","",1
135000,"Проклятый посох (174)","",1
135000,"Проклятый посох (174)","",1
135000,"Проклятый посох (174)","",1
134900,"Посох зимнего цветения (174)","",4
134900,"Посох зимнего цветения (174)","",2
134500,"Малая булава (102)","",1
134200,"Разрывающий топор (174)","",1
134200,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
133300,"Костяной колун (142)","",1
133000,"Дворфская алебарда (162)","",1
133000,"Дворфская алебарда (162)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Литая железная дубина со знаком сокола (154)","",1
133000,"Изъеденная астралом глефа (108)","",1
132000,"Славная секира (105)","",1
132000,"Скалящийся топор (49)","",1
132000,"Скалящийся топор (49)","",1
132000,"Скалящийся топор (49)","",1
132000,"Скалящийся топор (49)","",1
131900,"Неподъемная булава (174)","",1
131900,"Неподъемная булава (174)","",3
131600,"Отражающий посох (105)","",1
131600,"Отражающий посох (105)","",1
131600,"Отражающий посох (105)","",1
131500,"Замерзший боевой клинок (170)","",2
131500,"Замерзший боевой клинок (170)","",1
131400,"Древко Нгуни (108)","",1
131400,"Древко Нгуни (108)","",1
131100,"Литая железная дубина со знаком медведя (154)","",1
131000,"Замерзший боевой клинок (170)","",1
130900,"Неподъемная булава (174)","",1
130600,"Грубый клинок Тенетопи (105)","",1
130000,"Посох гейзера (162)","",2
130000,"Посох гейзера (162)","",2
130000,"Океанский трезубец (130)","",1
130000,"Океанский трезубец (130)","",1
130000,"Океанский трезубец (130)","",1
130000,"Снежное рубило (182)","",1
130000,"Снежное рубило (182)","",1
130000,"Снежное рубило (182)","",1
130000,"Пульсирующий боевой посох (154)","",1
130000,"Инкрустированный большой меч (158)","",1
130000,"Инкрустированный большой меч (158)","",2
130000,"Инкрустированный большой меч (158)","",1
130000,"Клинок из акульего плавника (142)","",1
130000,"Ослоп лесоруба (166)","",2
130000,"Ослоп лесоруба (166)","",1
130000,"Палица из бедренной кости (162)","",3
130000,"Палица из бедренной кости (162)","",1
130000,"Палица из бедренной кости (162)","",1
130000,"Палица из бедренной кости (162)","",1
130000,"Длинный лук истребителя рухов (111)","",1
130000,"Длинный лук истребителя рухов (111)","",1
130000,"Убийственный клинок (57)","",11
129900,"Чумная пика (174)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",2
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Длинный лук истребителя рухов (111)","",1
129800,"Чумная пика (174)","",2
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",2
129800,"Чумная пика (174)","",2
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Мясодеры (130)","",1
129800,"Мясодеры (130)","",1
129800,"Мясодеры (130)","",2
129800,"Мясодеры (130)","",1
129800,"Длинный лук истребителя рухов (111)","",2
129800,"Длинный лук истребителя рухов (111)","",6
129800,"Длинный лук истребителя рухов (111)","",1
129500,"Посох низвергающейся воды (170)","",2
129500,"Облегченные костяные кастеты (174)","",1
129500,"Облегченные костяные кастеты (174)","",1
129500,"Облегченные костяные кастеты (174)","",1
129000,"Посох низвергающейся воды (170)","",1
129000,"Крученый длинный лук (150)","",3
129000,"Крученый длинный лук (150)","",1
129000,"Крученый длинный лук (150)","",1
129000,"Крученый длинный лук (150)","",1
129000,"Облегченные костяные кастеты (174)","",3
129000,"Облегченные костяные кастеты (174)","",1
129000,"Облегченные костяные кастеты (174)","",1
129000,"Облегченные костяные кастеты (174)","",1
128900,"Посох низвергающейся воды (170)","",4
128900,"Выкопанный скипетр (158)","",2
128800,"Примитивный ятаган (166)","",1
128800,"Примитивный ятаган (166)","",1
128500,"Ребристый боевой топор (130)","",1
128500,"Ребристый боевой топор (130)","",1
128500,"Ребристый боевой топор (130)","",1
128500,"Облегченные костяные кастеты (174)","",1
128500,"Облегченные костяные кастеты (174)","",1
128500,"Облегченные костяные кастеты (174)","",2
127900,"Цыганский клинок (134)","",2
127900,"Цыганский клинок (134)","",1
127900,"Шипастый большой посох (166)","",1
127800,"Шипастый большой посох (166)","",1
127700,"Посох Возмездия (102)","",3
127700,"Посох Возмездия (102)","",1
127500,"Клыкаррская деревянная рапира (142)","",1
127500,"Сюрикен убийцы (120)","",1
127400,"Сюрикен убийцы (120)","",1
127400,"Сюрикен убийцы (120)","",3
127400,"Сюрикен убийцы (120)","",1
126800,"Элексорийский клинок (102)","",1
126000,"Клыкаррская деревянная рапира (142)","",1
126000,"Лунный клинок (108)","",1
126000,"Лунный клинок (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125900,"Лунный клинок (108)","",1
123400,"Запятнанный кровью молот (105)","",2
123400,"Запятнанный кровью молот (105)","",1
123100,"Грозный топор (166)","",1
123000,"Испоганенный посох (170)","",1
123000,"Палица погребения (150)","",1
123000,"Палица погребения (150)","",1
123000,"Адамантитовая кувалда (102)","",3
122600,"Застывшие метательные клинки (182)","",3
121400,"Топор лесоруба (158)","",2
121200,"Топор с серебряной кромкой (99)","",1
121200,"Топор с серебряной кромкой (99)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
121100,"Цитадельский арбалет (90)","",1
120900,"Топор из костяных пластин (150)","",1
120900,"Топор из костяных пластин (150)","",1
120900,"Механо-жезл (111)","",1
120900,"Механо-жезл (111)","",1
120600,"Кремниевое ружье (134)","",1
120600,"Кремниевое ружье (134)","",1
120600,"Кремниевое ружье (134)","",1
120600,"Кремниевое ружье (134)","",1
120000,"Посох пчелиного улья (158)","",2
120000,"Посох пчелиного улья (158)","",1
120000,"Посох пчелиного улья (158)","",1
120000,"Посох пчелиного улья (158)","",2
120000,"Вычурный кинжал (130)","",2
120000,"Вычурный кинжал (130)","",2
120000,"Вычурный кинжал (130)","",2
120000,"Чумная пика (174)","",6
120000,"Чумная пика (174)","",1
120000,"Ранящий гарпун (138)","",1
120000,"Топор лесоруба (158)","",1
120000,"Топор лесоруба (158)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Меч из драконьего ребра (154)","",1
120000,"Рассекающий широкий клинок (150)","",1
120000,"Несуразная палица (134)","",1
120000,"Несуразная палица (134)","",1
120000,"Несуразная палица (134)","",1
120000,"Несуразная палица (134)","",2
120000,"Несуразная палица (134)","",1
120000,"Молот из железного сплава (162)","",1
120000,"Молот из железного сплава (162)","",1
120000,"Молот из железного сплава (162)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Изысканный широкий кинжал (182)","",1
120000,"Большой пугающий посох (111)","",2
120000,"Большой пугающий посох (111)","",1
120000,"Боевой клинок клана Мок'Натал (111)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
120000,"Обезглавливающий клинок (52)","",1
119900,"Клинок подстрекательства с меткой старца (182)","",1
