"Цена","Название","Владелец","Доступно"
801000,"Клинок неумолимости (183)","",3
770000,"Библиотечный нож для бумаги (200)","",34
770000,"Рунический драконий жезл Гвинета (174)","",27
769500,"Астральное фазовое копье (108)","",6
750000,"Смертоносный саронитовый кортик (171)","",91
730000,"Сбалансированные ножи следопыта (200)","",36
729800,"Повергатель (187)","",51
693600,"Чудотворный посох (54)","",1
693500,"Чудотворный посох (54)","",1
667600,"Топор-резак (39)","",1
659900,"Клятвохранитель (115)","",20
650000,"Клинок ледяного тигра (40)","",8
600000,"Хрустальный дренейский клинок (103)","",19
600000,"Крученый посох певчего (24)","",10
598000,"Кобальтодробитель (146)","",1
570000,"Блистающий стальной кинжал (36)","",5
558800,"Посох магии стихий (61)","",8
556600,"Огненная секира (40)","",14
555500,"Демонический клинок (62)","",1
553800,"Клинок Зовущего (23)","",1
550000,"Нефритовый змеиный клинок (35)","",3
509700,"Берцовый клинок (62)","",1
507800,"Длинный посох мага (58)","",1
507800,"Длинный посох мага (58)","",1
506400,"Солнечное лезвие Алькора (63)","",1
502400,"Клык вурдалака (19)","",1
500400,"Мерцающий фламберг (32)","",1
500400,"Мерцающий фламберг (32)","",1
500000,"Винтовка суровой зимы (182)","",1
496500,"Кортик Новолуния (45)","",21
495000,"Чекан судьи (52)","",3
475000,"Клинок невезения (85)","",18
451300,"Скипетр изящества (182)","",1
450000,"Винтовка суровой зимы (182)","",1
450000,"Винтовка суровой зимы (182)","",1
450000,"Винтовка суровой зимы (182)","",1
450000,"Монолитный лук (41)","",3
443300,"Топор шквала (47)","",13
407000,"Прочная железная кувалда (31)","",2
400900,"Сабля жестокой сечи (62)","",1
400000,"Винтовка суровой зимы (182)","",1
400000,"Адамантитовый колун (105)","",20
393000,"Посох мага Новолуния (45)","",15
389900,"Пирамидообразный сюрикен (174)","",1
389900,"Пирамидообразный сюрикен (174)","",1
355000,"Стальной Коготь (38)","",6
355000,"Радужный молот (28)","",5
354300,"Ударный кинжал (108)","",5
352600,"Позолоченный железный разрушитель (34)","",3
350000,"Бронзовый боевой топор (27)","",12
345000,"Топор вождя (58)","",2
345000,"Топор вождя (58)","",1
340000,"Тяжелая бронзовая палица (25)","",3
338700,"Астральный коготь (108)","",6
334900,"Алебарда Скверны (96)","",1
332000,"Бивень Бездны (108)","",7
330000,"Алебарда Скверны (96)","",1
330000,"Алебарда Скверны (96)","",1
330000,"Алебарда Скверны (96)","",1
309800,"Острый как бритва разделочный нож (115)","",5
308600,"Широколезвийный нож (32)","",1
307500,"Крутящиеся стальные топоры (40)","",7
303900,"Элегантный фламберг (57)","",1
300100,"Элегантный фламберг (57)","",1
299800,"Клинок вторжения (182)","",1
299800,"Клинок вторжения (182)","",1
299800,"Клинок вторжения (182)","",1
290000,"Клинок вторжения (182)","",1
290000,"Клинок вторжения (182)","",1
290000,"Клинок вторжения (182)","",1
290000,"Топор Лесных чащоб (57)","",11
282200,"Канг Обезглавливатель (49)","",27
280000,"Сосредоточитель Сущности (115)","",15
264000,"Посох Танджо (102)","",1
259800,"Рука Эдварда Странного (62)","",3
259000,"Заточенный стилет (30)","",1
259000,"Заточенный стилет (30)","",2
259000,"Заточенный стилет (30)","",1
259000,"Клинок Крола (56)","",13
255500,"Дренейский боевой клинок (72)","",1
252200,"Боевая палица Луносвета (96)","",1
250000,"Тяжелый железный молот (30)","",2
244700,"Величественный скипетр Мелии (154)","",21
240000,"Аномальный посох Забры (162)","",13
239900,"Знамерез (154)","",14
239700,"Сокрушитель из окаменелого железного дерева (158)","",16
239700,"Острие Эланора (146)","",12
239500,"Большой посох из кровавого дерева (158)","",10
237400,"Длинный лук с перьями руха (162)","",16
233500,"Чудотворный посох (54)","",1
230000,"Драконий зубодробитель (162)","",15
230000,"Заостренный мечелом Линдии (150)","",11
230000,"Животворная ветвь Лолы (138)","",11
230000,"Посох Солнцестояния (60)","",1
230000,"Посох Солнцестояния (60)","",1
230000,"Хрустальный меч (57)","",1
230000,"Хрустальный меч (57)","",1
230000,"Хрустальный меч (57)","",1
229900,"Увещеватель капитана Карвера (146)","",15
224400,"Клеймор Тяжелого Кулака (108)","",1
224400,"Клеймор Тяжелого Кулака (108)","",2
224400,"Клеймор Тяжелого Кулака (108)","",1
224400,"Клеймор Тяжелого Кулака (108)","",1
219000,"Охранный посох (39)","",2
218800,"Коса (81)","",1
218800,"Коса (81)","",1
215000,"Пылающая игла (51)","",4
213300,"Боевой топор Алого ордена (182)","",1
208100,"Топор-ледокол (178)","",1
208100,"Топор-ледокол (178)","",1
208000,"Топор-ледокол (178)","",1
208000,"Топор-ледокол (178)","",1
206600,"Коса (81)","",1
205100,"Черный клык (25)","",5
203900,"Смертельный удар (48)","",1
203500,"Блеклая коса (178)","",1
203500,"Блеклая коса (178)","",1
203500,"Блеклая коса (178)","",1
203500,"Блеклая коса (178)","",1
202400,"Резец Камнедробителя с меткой старца (120)","",1
202100,"Клинок измерений (59)","",1
201000,"Рука волшебника (53)","",1
200100,"Молот из оскверненного железа (96)","",3
200000,"Боевое копье Плети (182)","",1
200000,"Большая кувалда (46)","",1
200000,"Безжалостный нож (39)","",3
200000,"Рикошетный мушкетон (48)","",1
200000,"Рикошетный мушкетон (48)","",1
200000,"Рикошетный мушкетон (48)","",1
200000,"Рикошетный мушкетон (48)","",1
200000,"Светящийся посох Светлой рощи (54)","",6
199900,"Авулов меч Цинь (200)","",58
199900,"Коса (81)","",1
199900,"Коса (81)","",3
199900,"Коса (81)","",1
199900,"Коса (81)","",1
199900,"Жезл Сияющей звезды (57)","",1
199900,"Большая кувалда (46)","",1
199900,"Большая кувалда (46)","",2
199900,"Большая кувалда (46)","",1
199800,"Жезл Сияющей звезды (57)","",1
199800,"Жезл Сияющей звезды (57)","",1
198900,"Старая алебарда (158)","",1
198100,"Палица ужаса (102)","",1
198100,"Палица ужаса (102)","",1
196000,"Старая алебарда (158)","",1
195000,"Коса (81)","",2
190000,"Боевое копье Плети (182)","",1
190000,"Лютая коса (111)","",1
190000,"Коса (81)","",1
190000,"Коса (81)","",1
190000,"Винтовка Бернсайда (56)","",1
189900,"Коса (81)","",1
189800,"Ударные когти (134)","",21
189800,"Арктический боевой молот (170)","",1
188500,"Пронзающая глефа (166)","",1
186400,"Ритуальный большой посох (162)","",1
186400,"Ритуальный большой посох (162)","",1
186300,"Ритуальный большой посох (162)","",1
186000,"Ритуальный большой посох (162)","",1
186000,"Ритуальный большой посох (162)","",1
185300,"Боевой посох Календы (111)","",1
185200,"Боевой посох Календы (111)","",2
185000,"Боевая перчатка расплаты (88)","",18
182700,"Топор лесоруба (158)","",1
182700,"Топор лесоруба (158)","",1
182700,"Топор лесоруба (158)","",1
182600,"Топор лесоруба (158)","",1
182600,"Топор лесоруба (158)","",1
182000,"Топор-коготь араккоа (108)","",1
181400,"Сверкающий посох (158)","",1
181400,"Сверкающий посох (158)","",1
181400,"Сверкающий посох (158)","",1
180500,"Меч из драконьего ребра (154)","",1
180000,"Прочный кобальтовый быстрый клинок (146)","",13
180000,"Рассекающий широкий клинок (150)","",1
179900,"Блеклая коса (178)","",1
179900,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
179800,"Дробящий боевой топор (166)","",1
179200,"Заостренный посох (114)","",1
178000,"Топор-коготь араккоа (108)","",1
176800,"Кованый кобальтовый клеймор (150)","",9
176000,"Поющий кинжал (170)","",1
175500,"Поющий кинжал (170)","",5
175500,"Поющий кинжал (170)","",1
175500,"Телаарская коса (105)","",1
175000,"Заостренный посох (114)","",1
175000,"Заостренный посох (114)","",2
175000,"Заостренный посох (114)","",2
173000,"Коса ветра (154)","",1
170600,"Украшенный мехом палаш (162)","",1
170000,"Тролльский уничтожитель (166)","",1
168900,"Пепельная глефа (150)","",1
168800,"Удлиненный арбалет (134)","",2
168400,"Скользкий длинный меч (174)","",1
168400,"Скользкий длинный меч (174)","",1
167500,"Палица горгульи (182)","",1
167500,"Палица горгульи (182)","",1
167000,"Посох цепкой лозы (166)","",1
166000,"Гладкий ослоп (138)","",1
166000,"Гладкий ослоп (138)","",1
165300,"Посох цепкой лозы (166)","",2
165300,"Посох цепкой лозы (166)","",2
165200,"Посох цепкой лозы (166)","",1
164200,"Никудышное мачете (170)","",1
164200,"Никудышное мачете (170)","",1
164200,"Никудышное мачете (170)","",1
163700,"Посох путешественника (134)","",1
162900,"Гравированный кинжал (174)","",2
162800,"Горящий боевой топор (142)","",1
162800,"Гравированный кинжал (174)","",1
162700,"Горящий боевой топор (142)","",1
161100,"Клинок из акульего плавника (142)","",1
160000,"Палица блага (174)","",3
160000,"Молот безмятежности (170)","",2
160000,"Горящий боевой топор (142)","",1
160000,"Горящий боевой топор (142)","",1
160000,"Горящий боевой топор (142)","",2
160000,"Меч скелета (182)","",1
160000,"Меч скелета (182)","",1
159900,"Блеклая коса (178)","",1
159900,"Блеклая коса (178)","",2
159900,"Блеклая коса (178)","",2
159800,"Арктический боевой молот (170)","",1
159800,"Арктический боевой молот (170)","",1
159400,"Раздвоенный сюрикен (102)","",1
159400,"Раздвоенный сюрикен (102)","",1
159000,"Топор лесника (23)","",1
158500,"Пронзающая глефа (166)","",1
158500,"Пронзающая глефа (166)","",1
158500,"Пронзающая глефа (166)","",1
157800,"Королевский боевой молот (182)","",2
157800,"Клинок ужаса (47)","",1
157500,"Короткий полуторный меч (12)","",1
157500,"Короткий полуторный меч (12)","",1
157100,"Палица целительства (166)","",1
157000,"Тисовый лук (134)","",1
156900,"Тисовый лук (134)","",1
156900,"Геройские кастеты (162)","",1
156900,"Геройские кастеты (162)","",1
156800,"Вудуистский посох сглаза (120)","",1
156300,"Пилообразный большой меч (138)","",1
155800,"Сверхострый топор (10)","",1
155500,"Бумеранг с острой кромкой (105)","",1
155500,"Бумеранг с острой кромкой (105)","",2
154100,"Ледяной остроконечный топор (174)","",1
154100,"Ледяной остроконечный топор (174)","",1
154100,"Ледяной остроконечный топор (174)","",1
154100,"Ледяной остроконечный топор (174)","",1
154100,"Ледяной остроконечный топор (174)","",1
154000,"Ледяной остроконечный топор (174)","",1
154000,"Ледяной остроконечный топор (174)","",2
153900,"Сталечешуйчатая разгром-рыба (25)","",1
153700,"Посох путешественника (134)","",1
153100,"Шипастый боевой топор (90)","",1
153000,"Молот величавости (162)","",1
152900,"Драконий кинжал (102)","",1
152000,"Крестовидный кинжал (28)","",2
151700,"Посох Апокалипсиса (182)","",1
151700,"Посох Апокалипсиса (182)","",1
151000,"Трезубец Пустоты (114)","",1
151000,"Трезубец Пустоты (114)","",1
150800,"Посох лавины (182)","",1
150600,"Украшенный мехом палаш (162)","",1
150600,"Украшенный мехом палаш (162)","",1
150600,"Украшенный мехом палаш (162)","",1
150400,"Сноубийца (33)","",1
150000,"Посох лавины (182)","",3
150000,"Удлиненный арбалет (134)","",1
150000,"Старая алебарда (158)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",2
150000,"Тролльский уничтожитель (166)","",1
150000,"Тролльский уничтожитель (166)","",1
150000,"Палица из бедренной кости (162)","",1
150000,"Предвестник Смерти (115)","",9
150000,"Лютая коса (111)","",1
150000,"Лютая коса (111)","",1
150000,"Лютая коса (111)","",3
150000,"Вудуистский посох сглаза (120)","",1
150000,"Вудуистский посох сглаза (120)","",1
150000,"Кинжал Анзака (93)","",2
150000,"Чернокостяной жезл (46)","",1
150000,"Жезл из смоленого дерева (45)","",1
150000,"Трость (8)","",1
150000,"Деревянная рапира (7)","",1
150000,"Короткий кинжал (19)","",1
150000,"Джамбия (16)","",1
150000,"Кортик (3)","",1
150000,"Короткий посох (4)","",1
150000,"Дубина (3)","",1
150000,"Молот (21)","",1
150000,"Крушитель черепов (47)","",1
150000,"Крушитель черепов (47)","",1
150000,"Крушитель черепов (47)","",1
150000,"Укороченный посох (16)","",2
150000,"Палица (14)","",1
149900,"Разрубатель троллей (162)","",3
149900,"Крыловидный топор (154)","",1
149900,"Талбукский охотничий лук (105)","",1
149900,"Острие железной колючки (96)","",1
149800,"Арктический боевой молот (170)","",1
149800,"Арктический боевой молот (170)","",2
149800,"Арктический боевой молот (170)","",2
149800,"Арктический боевой молот (170)","",1
149800,"Ревностный хранитель (43)","",16
149700,"Меч железного черепа (120)","",2
149700,"Меч железного черепа (120)","",1
149700,"Меч железного черепа (120)","",1
149000,"Боевая палица Луносвета (96)","",1
149000,"Боевая палица Луносвета (96)","",1
149000,"Боевая палица Луносвета (96)","",1
149000,"Смертоносный мушкетон (21)","",6
148500,"Крыловидный топор (154)","",1
148500,"Крыловидный топор (154)","",1
148300,"Крыловидный топор (154)","",1
147900,"Плоский широкий топор (170)","",1
147800,"Плоский широкий топор (170)","",1
147800,"Королевский боевой молот (182)","",2
147700,"Плоский широкий топор (170)","",1
147700,"Плоский широкий топор (170)","",1
147600,"Плоский широкий топор (170)","",1
147600,"Плоский широкий топор (170)","",1
147200,"Дренетистовый молот (108)","",1
147200,"Дренетистовый молот (108)","",1
147200,"Дренетистовый молот (108)","",1
147200,"Дренетистовый молот (108)","",1
146900,"Крыловидный топор (154)","",1
146900,"Выкопанный палаш (130)","",1
146000,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",1
145900,"Гладкий ослоп (138)","",2
145000,"Молот Халаани (120)","",1
144900,"Молот Халаани (120)","",1
144900,"Молот Халаани (120)","",1
144800,"Молот Халаани (120)","",1
143700,"Посох путешественника (134)","",1
143700,"Посох путешественника (134)","",1
143600,"Посох путешественника (134)","",1
143000,"Коса ветра (154)","",2
143000,"Клеймор глубокой зимы (178)","",1
142000,"Неподъемная булава (174)","",1
142000,"Неподъемная булава (174)","",1
142000,"Неподъемная булава (174)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
141000,"Клеймор глубокой зимы (178)","",1
140000,"Старая алебарда (158)","",1
140000,"Старая алебарда (158)","",1
140000,"Старая алебарда (158)","",1
140000,"Старая алебарда (158)","",1
140000,"Крыловидный топор (154)","",2
140000,"Окаменелый меч (174)","",1
140000,"Окаменелый меч (174)","",1
140000,"Выкопанный палаш (130)","",1
139900,"Лишний шип Намлака (200)","",36
139900,"Окаменелый меч (174)","",2
139900,"Окаменелый меч (174)","",2
139900,"Окаменелый меч (174)","",1
139900,"Тролльский тесак (162)","",1
139900,"Поврежденный в битве арбалет (105)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",2
139800,"Посох приспешника (178)","",3
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139800,"Посох приспешника (178)","",1
139700,"Парадный топор палача (111)","",1
139700,"Парадный топор палача (111)","",1
139600,"Парадный топор палача (111)","",1
139000,"Крученый длинный лук (150)","",1
139000,"Крученый длинный лук (150)","",1
138700,"Посох из хрустального дерева (178)","",8
138700,"Посох из хрустального дерева (178)","",1
138700,"Магнетитовый молот (178)","",1
137400,"Магнетитовый молот (178)","",1
137300,"Магнетитовый молот (178)","",2
137300,"Магнетитовый молот (178)","",1
137300,"Магнетитовый молот (178)","",1
137300,"Магнетитовый молот (178)","",1
136900,"Тисовый лук (134)","",1
136900,"Тисовый лук (134)","",1
135900,"Призрачная боевая секира (108)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135700,"Оскверненные боевые серпы (182)","",1
135400,"Посох Очищения (108)","",4
135400,"Посох Очищения (108)","",1
135000,"Проклятый посох (174)","",1
135000,"Проклятый посох (174)","",1
135000,"Проклятый посох (174)","",2
135000,"Проклятый посох (174)","",1
135000,"Ослоп лесоруба (166)","",1
134900,"Посох зимнего цветения (174)","",4
134900,"Посох зимнего цветения (174)","",2
134900,"Посох зимнего цветения (174)","",4
134900,"Посох зимнего цветения (174)","",4
134500,"Малая булава (102)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
134000,"Разрывающий топор (174)","",1
133000,"Дворфская алебарда (162)","",2
133000,"Дворфская алебарда (162)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",2
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Испоганенный посох (170)","",1
133000,"Литая железная дубина (154)","",1
133000,"Изъеденная астралом глефа (108)","",1
132900,"Изъеденная астралом глефа (108)","",1
132200,"Дворфская алебарда (162)","",1
132000,"Неподъемная булава (174)","",1
132000,"Скалящийся топор (49)","",1
132000,"Скалящийся топор (49)","",1
132000,"Скалящийся топор (49)","",1
132000,"Скалящийся топор (49)","",1
131900,"Неподъемная булава (174)","",1
131900,"Неподъемная булава (174)","",3
131600,"Отражающий посох (105)","",1
131600,"Отражающий посох (105)","",1
131600,"Отражающий посох (105)","",1
131600,"Отражающий посох (105)","",1
131500,"Замерзший боевой клинок (170)","",1
131500,"Замерзший боевой клинок (170)","",1
131400,"Остроконечный топор (150)","",1
131400,"Древко Нгуни (108)","",1
131400,"Древко Нгуни (108)","",1
131000,"Замерзший боевой клинок (170)","",1
131000,"Замерзший боевой клинок (170)","",1
130900,"Неподъемная булава (174)","",1
130800,"Неподъемная булава (174)","",1
130500,"Замерзший боевой клинок (170)","",1
130500,"Замерзший боевой клинок (170)","",1
130000,"Посох гейзера (162)","",2
130000,"Пульсирующий боевой посох (154)","",1
130000,"Посох путешественника (134)","",2
130000,"Окаменелый меч (174)","",2
130000,"Инкрустированный большой меч (158)","",1
130000,"Инкрустированный большой меч (158)","",1
130000,"Инкрустированный большой меч (158)","",1
130000,"Пилообразный большой меч (138)","",2
130000,"Выкопанный палаш (130)","",1
130000,"Неподъемная булава (174)","",3
130000,"Неподъемная булава (174)","",1
130000,"Ослоп лесоруба (166)","",1
130000,"Ослоп лесоруба (166)","",1
130000,"Палица из бедренной кости (162)","",1
130000,"Малая булава (102)","",1
130000,"Поврежденный в битве арбалет (105)","",1
130000,"Поврежденный в битве арбалет (105)","",1
130000,"Призрачная боевая секира (108)","",1
130000,"Призрачная боевая секира (108)","",1
130000,"Нож воина (17)","",1
130000,"Нож воина (17)","",1
130000,"Нож воина (17)","",1
130000,"Кровавая бритва (50)","",4
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",1
129900,"Брошенное копье (170)","",2
129900,"Брошенное копье (170)","",2
129900,"Брошенное копье (170)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Чумная пика (174)","",1
129800,"Длинный лук истребителя рухов (111)","",2
129800,"Длинный лук истребителя рухов (111)","",1
129800,"Длинный лук истребителя рухов (111)","",1
129700,"Чумная пика (174)","",1
129600,"Чумная пика (174)","",5
129600,"Чумная пика (174)","",1
129600,"Чумная пика (174)","",1
129000,"Крученый длинный лук (150)","",2
129000,"Крученый длинный лук (150)","",1
128900,"Посох низвергающейся воды (170)","",4
128900,"Посох низвергающейся воды (170)","",1
128900,"Посох низвергающейся воды (170)","",1
128800,"Примитивный ятаган (166)","",1
128800,"Примитивный ятаган (166)","",1
128500,"Ребристый боевой топор (130)","",1
128500,"Ребристый боевой топор (130)","",1
128500,"Ребристый боевой топор (130)","",1
128500,"Облегченные костяные кастеты (174)","",1
128000,"Посох низвергающейся воды (170)","",1
128000,"Посох низвергающейся воды (170)","",1
127900,"Цыганский клинок (134)","",2
127900,"Цыганский клинок (134)","",2
127900,"Цыганский клинок (134)","",1
127900,"Цыганский клинок (134)","",1
127800,"Посох Бата (105)","",1
127800,"Посох Бата (105)","",1
127800,"Посох Бата (105)","",1
127700,"Посох Возмездия (102)","",2
127400,"Сюрикен убийцы (120)","",1
127000,"Цыганский клинок (134)","",2
127000,"Цыганский клинок (134)","",1
127000,"Шипастый большой посох (166)","",2
127000,"Шипастый большой посох (166)","",1
126800,"Элексорийский клинок (102)","",1
126000,"Клыкаррская деревянная рапира (142)","",1
126000,"Клыкаррская деревянная рапира (142)","",1
126000,"Клыкаррская деревянная рапира (142)","",1
126000,"Лунный клинок (108)","",1
126000,"Лунный клинок (108)","",1
125900,"Клыкаррская деревянная рапира (142)","",1
125900,"Изогнутый лук следопыта (108)","",1
125900,"Изогнутый лук следопыта (108)","",1
125700,"Изогнутый лук следопыта (108)","",2
125700,"Изогнутый лук следопыта (108)","",1
125700,"Изогнутый лук следопыта (108)","",1
125400,"Ручной молот Мертвого Леса (37)","",17
123400,"Запятнанный кровью молот (105)","",3
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123400,"Запятнанный кровью молот (105)","",1
123100,"Грозный топор (166)","",1
123100,"Грозный топор (166)","",1
123000,"Грозный топор (166)","",1
123000,"Палица погребения (150)","",1
123000,"Палица погребения (150)","",1
122600,"Застывшие метательные клинки (182)","",1
122500,"Застывшие метательные клинки (182)","",4
122500,"Застывшие метательные клинки (182)","",1
121400,"Остроконечный топор (150)","",1
121200,"Ребристый боевой топор (130)","",2
121100,"Звенящий колун (134)","",1
121100,"Звенящий колун (134)","",1
120900,"Механо-жезл (111)","",1
120800,"Механо-жезл (111)","",1
120800,"Механо-жезл (111)","",1
120600,"Кремниевое ружье (134)","",1
120600,"Кремниевое ружье (134)","",1
120600,"Кремниевое ружье (134)","",1
120500,"Тролльский тесак (162)","",1
120500,"Тролльский тесак (162)","",1
120300,"Алый крис (63)","",7
120000,"Посох пчелиного улья (158)","",2
120000,"Посох пчелиного улья (158)","",1
120000,"Посох пчелиного улья (158)","",1
120000,"Посох пчелиного улья (158)","",1
120000,"Молот безмятежности (170)","",5
120000,"Молот безмятежности (170)","",1
120000,"Молот безмятежности (170)","",1
120000,"Вычурный кинжал (130)","",2
120000,"Кремниевое ружье (134)","",1
120000,"Старая алебарда (158)","",2
120000,"Ранящий гарпун (138)","",1
120000,"Океанский трезубец (130)","",2
120000,"Океанский трезубец (130)","",1
120000,"Океанский трезубец (130)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Топор из костяных пластин (150)","",1
120000,"Ребристый боевой топор (130)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Ледяной остроконечный топор (174)","",1
120000,"Мясодеры (130)","",1
120000,"Мясодеры (130)","",2
120000,"Мясодеры (130)","",2
120000,"Рассекающий широкий клинок (150)","",1
120000,"Палица из бедренной кости (162)","",2
120000,"Палица из бедренной кости (162)","",1
120000,"Палица погребения (150)","",1
120000,"Палица погребения (150)","",1
120000,"Несуразная палица (134)","",1
120000,"Несуразная палица (134)","",1
120000,"Изысканный широкий кинжал (182)","",2
120000,"Большой пугающий посох (111)","",1
120000,"Большой пугающий посох (111)","",2
120000,"Длинный лук истребителя рухов (111)","",6
